Data;Dia;Posto;kWh
10/10/2021 16:15;Domingo;Fora Ponta;0,06
10/10/2021 16:30;Domingo;Fora Ponta;0,058
10/10/2021 16:45;Domingo;Fora Ponta;0,071
10/10/2021 17:00;Domingo;Fora Ponta;0,071
10/10/2021 17:15;Domingo;Fora Ponta;0,067
10/10/2021 17:30;Domingo;Fora Ponta;0,032
10/10/2021 17:45;Domingo;Fora Ponta;0,009
10/10/2021 18:00;Domingo;Fora Ponta;0,009
10/10/2021 18:15;Domingo;Fora Ponta;0,01
10/10/2021 18:30;Domingo;Fora Ponta;0,009
10/10/2021 18:45;Domingo;Fora Ponta;0,009
10/10/2021 19:00;Domingo;Fora Ponta;0,01
10/10/2021 19:15;Domingo;Fora Ponta;0,009
10/10/2021 19:30;Domingo;Fora Ponta;0,01
10/10/2021 19:45;Domingo;Fora Ponta;0,011
10/10/2021 20:00;Domingo;Fora Ponta;0,011
10/10/2021 20:15;Domingo;Fora Ponta;0,011
10/10/2021 20:30;Domingo;Fora Ponta;0,011
10/10/2021 20:45;Domingo;Fora Ponta;0,044
10/10/2021 21:00;Domingo;Fora Ponta;0,073
10/10/2021 21:15;Domingo;Fora Ponta;0,083
10/10/2021 21:30;Domingo;Fora Ponta;0,08
10/10/2021 21:45;Domingo;Fora Ponta;0,09
10/10/2021 22:00;Domingo;Fora Ponta;0,078
10/10/2021 22:15;Domingo;Fora Ponta;0,059
10/10/2021 22:30;Domingo;Fora Ponta;0,09
10/10/2021 22:45;Domingo;Fora Ponta;0,088
10/10/2021 23:00;Domingo;Fora Ponta;0,073
10/10/2021 23:15;Domingo;Fora Ponta;0,077
10/10/2021 23:30;Domingo;Fora Ponta;0,07
10/10/2021 23:45;Domingo;Fora Ponta;0,087
11/10/2021 00:00;Segunda;Fora Ponta;0,077
11/10/2021 00:15;Segunda;Fora Ponta;0,084
11/10/2021 00:30;Segunda;Fora Ponta;0,109
11/10/2021 00:45;Segunda;Fora Ponta;0,135
11/10/2021 01:00;Segunda;Fora Ponta;0,179
11/10/2021 01:15;Segunda;Fora Ponta;0,191
11/10/2021 01:30;Segunda;Fora Ponta;0,172
11/10/2021 01:45;Segunda;Fora Ponta;0,131
11/10/2021 02:00;Segunda;Fora Ponta;0,164
11/10/2021 02:15;Segunda;Fora Ponta;0,181
11/10/2021 02:30;Segunda;Fora Ponta;0,095
11/10/2021 02:45;Segunda;Fora Ponta;0,061
11/10/2021 03:00;Segunda;Fora Ponta;0,06
11/10/2021 03:15;Segunda;Fora Ponta;0,125
11/10/2021 03:30;Segunda;Fora Ponta;0,134
11/10/2021 03:45;Segunda;Fora Ponta;0,103
11/10/2021 04:00;Segunda;Fora Ponta;0,05
11/10/2021 04:15;Segunda;Fora Ponta;0,051
11/10/2021 04:30;Segunda;Fora Ponta;0,051
11/10/2021 04:45;Segunda;Fora Ponta;0,084
11/10/2021 05:00;Segunda;Fora Ponta;0,086
11/10/2021 05:15;Segunda;Fora Ponta;0,078
11/10/2021 05:30;Segunda;Fora Ponta;0,124
11/10/2021 05:45;Segunda;Fora Ponta;0,096
11/10/2021 06:00;Segunda;Fora Ponta;0,095
11/10/2021 06:15;Segunda;Fora Ponta;0,096
11/10/2021 06:30;Segunda;Fora Ponta;0,087
11/10/2021 06:45;Segunda;Fora Ponta;0,102
11/10/2021 07:00;Segunda;Fora Ponta;0,117
11/10/2021 07:15;Segunda;Fora Ponta;0,1
11/10/2021 07:30;Segunda;Fora Ponta;0,088
11/10/2021 07:45;Segunda;Fora Ponta;0,126
11/10/2021 08:00;Segunda;Fora Ponta;0,095
11/10/2021 08:15;Segunda;Fora Ponta;0,098
11/10/2021 08:30;Segunda;Fora Ponta;0,088
11/10/2021 08:45;Segunda;Fora Ponta;0,086
11/10/2021 09:00;Segunda;Fora Ponta;0,089
11/10/2021 09:15;Segunda;Fora Ponta;0,091
11/10/2021 09:30;Segunda;Fora Ponta;0,098
11/10/2021 09:45;Segunda;Fora Ponta;0,106
11/10/2021 10:00;Segunda;Fora Ponta;0,112
11/10/2021 10:15;Segunda;Fora Ponta;0,124
11/10/2021 10:30;Segunda;Fora Ponta;0,139
11/10/2021 10:45;Segunda;Fora Ponta;0,139
11/10/2021 11:00;Segunda;Fora Ponta;0,13
11/10/2021 11:15;Segunda;Fora Ponta;0,177
11/10/2021 11:30;Segunda;Fora Ponta;0,179
11/10/2021 11:45;Segunda;Fora Ponta;0,151
11/10/2021 12:00;Segunda;Fora Ponta;0,148
11/10/2021 12:15;Segunda;Fora Ponta;0,139
11/10/2021 12:30;Segunda;Fora Ponta;0,196
11/10/2021 12:45;Segunda;Fora Ponta;0,175
11/10/2021 13:00;Segunda;Fora Ponta;0,173
11/10/2021 13:15;Segunda;Fora Ponta;0,122
11/10/2021 13:30;Segunda;Fora Ponta;0,098
11/10/2021 13:45;Segunda;Fora Ponta;0,097
11/10/2021 14:00;Segunda;Fora Ponta;0,089
11/10/2021 14:15;Segunda;Fora Ponta;0,083
11/10/2021 14:30;Segunda;Fora Ponta;0,086
11/10/2021 14:45;Segunda;Fora Ponta;0,091
11/10/2021 15:00;Segunda;Fora Ponta;0,11
11/10/2021 15:15;Segunda;Fora Ponta;0,097
11/10/2021 15:30;Segunda;Fora Ponta;0,09
11/10/2021 15:45;Segunda;Fora Ponta;0,106
11/10/2021 16:00;Segunda;Fora Ponta;0,111
11/10/2021 16:15;Segunda;Fora Ponta;0,018
11/10/2021 16:30;Segunda;Fora Ponta;0,046
11/10/2021 16:45;Segunda;Fora Ponta;0,044
11/10/2021 17:00;Segunda;Fora Ponta;0,047
11/10/2021 17:15;Segunda;Fora Ponta;0,021
11/10/2021 17:30;Segunda;Fora Ponta;0,008
11/10/2021 17:45;Segunda;Ponta;0,008
11/10/2021 18:00;Segunda;Ponta;0,007
11/10/2021 18:15;Segunda;Ponta;0,007
11/10/2021 18:30;Segunda;Ponta;0,007
11/10/2021 18:45;Segunda;Ponta;0,007
11/10/2021 19:00;Segunda;Ponta;0,007
11/10/2021 19:15;Segunda;Ponta;0,007
11/10/2021 19:30;Segunda;Ponta;0,007
11/10/2021 19:45;Segunda;Ponta;0,007
11/10/2021 20:00;Segunda;Ponta;0,007
11/10/2021 20:15;Segunda;Ponta;0,008
11/10/2021 20:30;Segunda;Ponta;0,007
11/10/2021 20:45;Segunda;Fora Ponta;0,021
11/10/2021 21:00;Segunda;Fora Ponta;0,056
11/10/2021 21:15;Segunda;Fora Ponta;0,057
11/10/2021 21:30;Segunda;Fora Ponta;0,105
11/10/2021 21:45;Segunda;Fora Ponta;0,128
11/10/2021 22:00;Segunda;Fora Ponta;0,189
11/10/2021 22:15;Segunda;Fora Ponta;0,184
11/10/2021 22:30;Segunda;Fora Ponta;0,124
11/10/2021 22:45;Segunda;Fora Ponta;0,15
11/10/2021 23:00;Segunda;Fora Ponta;0,166
11/10/2021 23:15;Segunda;Fora Ponta;0,165
11/10/2021 23:30;Segunda;Fora Ponta;0,155
11/10/2021 23:45;Segunda;Fora Ponta;0,159
12/10/2021 00:00;Terça;Fora Ponta;0,188
12/10/2021 00:15;Terça;Fora Ponta;0,164
12/10/2021 00:30;Terça;Fora Ponta;0,148
12/10/2021 00:45;Terça;Fora Ponta;0,112
12/10/2021 01:00;Terça;Fora Ponta;0,122
12/10/2021 01:15;Terça;Fora Ponta;0,104
12/10/2021 01:30;Terça;Fora Ponta;0,115
12/10/2021 01:45;Terça;Fora Ponta;0,136
12/10/2021 02:00;Terça;Fora Ponta;0,121
12/10/2021 02:15;Terça;Fora Ponta;0,111
12/10/2021 02:30;Terça;Fora Ponta;0,135
12/10/2021 02:45;Terça;Fora Ponta;0,134
12/10/2021 03:00;Terça;Fora Ponta;0,127
12/10/2021 03:15;Terça;Fora Ponta;0,142
12/10/2021 03:30;Terça;Fora Ponta;0,128
12/10/2021 03:45;Terça;Fora Ponta;0,126
12/10/2021 04:00;Terça;Fora Ponta;0,152
12/10/2021 04:15;Terça;Fora Ponta;0,15
12/10/2021 04:30;Terça;Fora Ponta;0,086
12/10/2021 04:45;Terça;Fora Ponta;0,104
12/10/2021 05:00;Terça;Fora Ponta;0,122
12/10/2021 05:15;Terça;Fora Ponta;0,159
12/10/2021 05:30;Terça;Fora Ponta;0,178
12/10/2021 05:45;Terça;Fora Ponta;0,172
12/10/2021 06:00;Terça;Fora Ponta;0,14
12/10/2021 06:15;Terça;Fora Ponta;0,145
12/10/2021 06:30;Terça;Fora Ponta;0,115
12/10/2021 06:45;Terça;Fora Ponta;0,112
12/10/2021 07:00;Terça;Fora Ponta;0,11
12/10/2021 07:15;Terça;Fora Ponta;0,096
12/10/2021 07:30;Terça;Fora Ponta;0,086
12/10/2021 07:45;Terça;Fora Ponta;0,106
12/10/2021 08:00;Terça;Fora Ponta;0,157
12/10/2021 08:15;Terça;Fora Ponta;0,153
12/10/2021 08:30;Terça;Fora Ponta;0,171
12/10/2021 08:45;Terça;Fora Ponta;0,113
12/10/2021 09:00;Terça;Fora Ponta;0,088
12/10/2021 09:15;Terça;Fora Ponta;0,107
12/10/2021 09:30;Terça;Fora Ponta;0,116
12/10/2021 09:45;Terça;Fora Ponta;0,113
12/10/2021 10:00;Terça;Fora Ponta;0,111
12/10/2021 10:15;Terça;Fora Ponta;0,113
12/10/2021 10:30;Terça;Fora Ponta;0,115
12/10/2021 10:45;Terça;Fora Ponta;0,11
12/10/2021 11:00;Terça;Fora Ponta;0,077
12/10/2021 11:15;Terça;Fora Ponta;0,082
12/10/2021 11:30;Terça;Fora Ponta;0,07
12/10/2021 11:45;Terça;Fora Ponta;0,08
12/10/2021 12:00;Terça;Fora Ponta;0,07
12/10/2021 12:15;Terça;Fora Ponta;0,075
12/10/2021 12:30;Terça;Fora Ponta;0,085
12/10/2021 12:45;Terça;Fora Ponta;0,09
12/10/2021 13:00;Terça;Fora Ponta;0,087
12/10/2021 13:15;Terça;Fora Ponta;0,054
12/10/2021 13:30;Terça;Fora Ponta;0,043
12/10/2021 13:45;Terça;Fora Ponta;0,043
12/10/2021 14:00;Terça;Fora Ponta;0,043
12/10/2021 14:15;Terça;Fora Ponta;0,042
12/10/2021 14:30;Terça;Fora Ponta;0,046
12/10/2021 14:45;Terça;Fora Ponta;0,056
12/10/2021 15:00;Terça;Fora Ponta;0,065
12/10/2021 15:15;Terça;Fora Ponta;0,066
12/10/2021 15:30;Terça;Fora Ponta;0,073
12/10/2021 15:45;Terça;Fora Ponta;0,075
12/10/2021 16:00;Terça;Fora Ponta;0,056
12/10/2021 16:15;Terça;Fora Ponta;0,046
12/10/2021 16:30;Terça;Fora Ponta;0,099
12/10/2021 16:45;Terça;Fora Ponta;0,094
12/10/2021 17:00;Terça;Fora Ponta;0,039
12/10/2021 17:15;Terça;Fora Ponta;0,032
12/10/2021 17:30;Terça;Fora Ponta;0,022
12/10/2021 17:45;Terça;Fora Ponta;0,006
12/10/2021 18:00;Terça;Fora Ponta;0,006
12/10/2021 18:15;Terça;Fora Ponta;0,006
12/10/2021 18:30;Terça;Fora Ponta;0,01
12/10/2021 18:45;Terça;Fora Ponta;0,046
12/10/2021 19:00;Terça;Fora Ponta;0,084
12/10/2021 19:15;Terça;Fora Ponta;0,08
12/10/2021 19:30;Terça;Fora Ponta;0,101
12/10/2021 19:45;Terça;Fora Ponta;0,097
12/10/2021 20:00;Terça;Fora Ponta;0,124
12/10/2021 20:15;Terça;Fora Ponta;0,122
12/10/2021 20:30;Terça;Fora Ponta;0,148
12/10/2021 20:45;Terça;Fora Ponta;0,122
12/10/2021 21:00;Terça;Fora Ponta;0,15
12/10/2021 21:15;Terça;Fora Ponta;0,117
12/10/2021 21:30;Terça;Fora Ponta;0,131
12/10/2021 21:45;Terça;Fora Ponta;0,106
12/10/2021 22:00;Terça;Fora Ponta;0,093
12/10/2021 22:15;Terça;Fora Ponta;0,091
12/10/2021 22:30;Terça;Fora Ponta;0,103
12/10/2021 22:45;Terça;Fora Ponta;0,083
12/10/2021 23:00;Terça;Fora Ponta;0,083
12/10/2021 23:15;Terça;Fora Ponta;0,1
12/10/2021 23:30;Terça;Fora Ponta;0,118
12/10/2021 23:45;Terça;Fora Ponta;0,115
13/10/2021 00:00;Quarta;Fora Ponta;0,096
13/10/2021 00:15;Quarta;Fora Ponta;0,117
13/10/2021 00:30;Quarta;Fora Ponta;0,108
13/10/2021 00:45;Quarta;Fora Ponta;0,113
13/10/2021 01:00;Quarta;Fora Ponta;0,111
13/10/2021 01:15;Quarta;Fora Ponta;0,113
13/10/2021 01:30;Quarta;Fora Ponta;0,101
13/10/2021 01:45;Quarta;Fora Ponta;0,118
13/10/2021 02:00;Quarta;Fora Ponta;0,125
13/10/2021 02:15;Quarta;Fora Ponta;0,126
13/10/2021 02:30;Quarta;Fora Ponta;0,119
13/10/2021 02:45;Quarta;Fora Ponta;0,118
13/10/2021 03:00;Quarta;Fora Ponta;0,125
13/10/2021 03:15;Quarta;Fora Ponta;0,127
13/10/2021 03:30;Quarta;Fora Ponta;0,121
13/10/2021 03:45;Quarta;Fora Ponta;0,117
13/10/2021 04:00;Quarta;Fora Ponta;0,112
13/10/2021 04:15;Quarta;Fora Ponta;0,118
13/10/2021 04:30;Quarta;Fora Ponta;0,124
13/10/2021 04:45;Quarta;Fora Ponta;0,118
13/10/2021 05:00;Quarta;Fora Ponta;0,121
13/10/2021 05:15;Quarta;Fora Ponta;0,131
13/10/2021 05:30;Quarta;Fora Ponta;0,146
13/10/2021 05:45;Quarta;Fora Ponta;0,138
13/10/2021 06:00;Quarta;Fora Ponta;0,113
13/10/2021 06:15;Quarta;Fora Ponta;0,088
13/10/2021 06:30;Quarta;Fora Ponta;0,08
13/10/2021 06:45;Quarta;Fora Ponta;0,089
13/10/2021 07:00;Quarta;Fora Ponta;0,096
13/10/2021 07:15;Quarta;Fora Ponta;0,103
13/10/2021 07:30;Quarta;Fora Ponta;0,112
13/10/2021 07:45;Quarta;Fora Ponta;0,104
13/10/2021 08:00;Quarta;Fora Ponta;0,095
13/10/2021 08:15;Quarta;Fora Ponta;0,096
13/10/2021 08:30;Quarta;Fora Ponta;0,102
13/10/2021 08:45;Quarta;Fora Ponta;0,073
13/10/2021 09:00;Quarta;Fora Ponta;0,122
13/10/2021 09:15;Quarta;Fora Ponta;0,126
13/10/2021 09:30;Quarta;Fora Ponta;0,076
13/10/2021 09:45;Quarta;Fora Ponta;0,098
13/10/2021 10:00;Quarta;Fora Ponta;0,113
13/10/2021 10:15;Quarta;Fora Ponta;0,12
13/10/2021 10:30;Quarta;Fora Ponta;0,126
13/10/2021 10:45;Quarta;Fora Ponta;0,134
13/10/2021 11:00;Quarta;Fora Ponta;0,131
13/10/2021 11:15;Quarta;Fora Ponta;0,137
13/10/2021 11:30;Quarta;Fora Ponta;0,122
13/10/2021 11:45;Quarta;Fora Ponta;0,124
13/10/2021 12:00;Quarta;Fora Ponta;0,145
13/10/2021 12:15;Quarta;Fora Ponta;0,143
13/10/2021 12:30;Quarta;Fora Ponta;0,165
13/10/2021 12:45;Quarta;Fora Ponta;0,161
13/10/2021 13:00;Quarta;Fora Ponta;0,147
13/10/2021 13:15;Quarta;Fora Ponta;0,152
13/10/2021 13:30;Quarta;Fora Ponta;0,13
13/10/2021 13:45;Quarta;Fora Ponta;0,116
13/10/2021 14:00;Quarta;Fora Ponta;0,119
13/10/2021 14:15;Quarta;Fora Ponta;0,097
13/10/2021 14:30;Quarta;Fora Ponta;0,088
13/10/2021 14:45;Quarta;Fora Ponta;0,132
13/10/2021 15:00;Quarta;Fora Ponta;0,131
13/10/2021 15:15;Quarta;Fora Ponta;0,125
13/10/2021 15:30;Quarta;Fora Ponta;0,133
13/10/2021 15:45;Quarta;Fora Ponta;0,103
13/10/2021 16:00;Quarta;Fora Ponta;0,154
13/10/2021 16:15;Quarta;Fora Ponta;0,153
13/10/2021 16:30;Quarta;Fora Ponta;0,146
13/10/2021 16:45;Quarta;Fora Ponta;0,151
13/10/2021 17:00;Quarta;Fora Ponta;0,142
13/10/2021 17:15;Quarta;Fora Ponta;0,139
13/10/2021 17:30;Quarta;Fora Ponta;0,066
13/10/2021 17:45;Quarta;Ponta;0,008
13/10/2021 18:00;Quarta;Ponta;0,008
13/10/2021 18:15;Quarta;Ponta;0,009
13/10/2021 18:30;Quarta;Ponta;0,009
13/10/2021 18:45;Quarta;Ponta;0,009
13/10/2021 19:00;Quarta;Ponta;0,009
13/10/2021 19:15;Quarta;Ponta;0,009
13/10/2021 19:30;Quarta;Ponta;0,009
13/10/2021 19:45;Quarta;Ponta;0,008
13/10/2021 20:00;Quarta;Ponta;0,009
13/10/2021 20:15;Quarta;Ponta;0,008
13/10/2021 20:30;Quarta;Ponta;0,008
13/10/2021 20:45;Quarta;Fora Ponta;0,009
13/10/2021 21:00;Quarta;Fora Ponta;0,008
13/10/2021 21:15;Quarta;Fora Ponta;0,037
13/10/2021 21:30;Quarta;Fora Ponta;0,093
13/10/2021 21:45;Quarta;Fora Ponta;0,168
13/10/2021 22:00;Quarta;Fora Ponta;0,158
13/10/2021 22:15;Quarta;Fora Ponta;0,127
13/10/2021 22:30;Quarta;Fora Ponta;0,146
13/10/2021 22:45;Quarta;Fora Ponta;0,199
13/10/2021 23:00;Quarta;Fora Ponta;0,192
13/10/2021 23:15;Quarta;Fora Ponta;0,175
13/10/2021 23:30;Quarta;Fora Ponta;0,172
13/10/2021 23:45;Quarta;Fora Ponta;0,162
14/10/2021 00:00;Quinta;Fora Ponta;0,15
14/10/2021 00:15;Quinta;Fora Ponta;0,178
14/10/2021 00:30;Quinta;Fora Ponta;0,126
14/10/2021 00:45;Quinta;Fora Ponta;0,131
14/10/2021 01:00;Quinta;Fora Ponta;0,123
14/10/2021 01:15;Quinta;Fora Ponta;0,109
14/10/2021 01:30;Quinta;Fora Ponta;0,08
14/10/2021 01:45;Quinta;Fora Ponta;0,066
14/10/2021 02:00;Quinta;Fora Ponta;0,043
14/10/2021 02:15;Quinta;Fora Ponta;0,043
14/10/2021 02:30;Quinta;Fora Ponta;0,041
14/10/2021 02:45;Quinta;Fora Ponta;0,155
14/10/2021 03:00;Quinta;Fora Ponta;0,103
14/10/2021 03:15;Quinta;Fora Ponta;0,122
14/10/2021 03:30;Quinta;Fora Ponta;0,113
14/10/2021 03:45;Quinta;Fora Ponta;0,147
14/10/2021 04:00;Quinta;Fora Ponta;0,118
14/10/2021 04:15;Quinta;Fora Ponta;0,073
14/10/2021 04:30;Quinta;Fora Ponta;0,073
14/10/2021 04:45;Quinta;Fora Ponta;0,112
14/10/2021 05:00;Quinta;Fora Ponta;0,146
14/10/2021 05:15;Quinta;Fora Ponta;0,146
14/10/2021 05:30;Quinta;Fora Ponta;0,144
14/10/2021 05:45;Quinta;Fora Ponta;0,11
14/10/2021 06:00;Quinta;Fora Ponta;0,087
14/10/2021 06:15;Quinta;Fora Ponta;0,083
14/10/2021 06:30;Quinta;Fora Ponta;0,121
14/10/2021 06:45;Quinta;Fora Ponta;0,11
14/10/2021 07:00;Quinta;Fora Ponta;0,092
14/10/2021 07:15;Quinta;Fora Ponta;0,089
14/10/2021 07:30;Quinta;Fora Ponta;0,088
14/10/2021 07:45;Quinta;Fora Ponta;0,076
14/10/2021 08:00;Quinta;Fora Ponta;0,097
14/10/2021 08:15;Quinta;Fora Ponta;0,097
14/10/2021 08:30;Quinta;Fora Ponta;0,117
14/10/2021 08:45;Quinta;Fora Ponta;0,115
14/10/2021 09:00;Quinta;Fora Ponta;0,111
14/10/2021 09:15;Quinta;Fora Ponta;0,134
14/10/2021 09:30;Quinta;Fora Ponta;0,164
14/10/2021 09:45;Quinta;Fora Ponta;0,172
14/10/2021 10:00;Quinta;Fora Ponta;0,189
14/10/2021 10:15;Quinta;Fora Ponta;0,17
14/10/2021 10:30;Quinta;Fora Ponta;0,169
14/10/2021 10:45;Quinta;Fora Ponta;0,186
14/10/2021 11:00;Quinta;Fora Ponta;0,169
14/10/2021 11:15;Quinta;Fora Ponta;0,204
14/10/2021 11:30;Quinta;Fora Ponta;0,189
14/10/2021 11:45;Quinta;Fora Ponta;0,115
14/10/2021 12:00;Quinta;Fora Ponta;0,111
14/10/2021 12:15;Quinta;Fora Ponta;0,112
14/10/2021 12:30;Quinta;Fora Ponta;0,105
14/10/2021 12:45;Quinta;Fora Ponta;0,12
14/10/2021 13:00;Quinta;Fora Ponta;0,19
14/10/2021 13:15;Quinta;Fora Ponta;0,216
14/10/2021 13:30;Quinta;Fora Ponta;0,212
14/10/2021 13:45;Quinta;Fora Ponta;0,213
14/10/2021 14:00;Quinta;Fora Ponta;0,191
14/10/2021 14:15;Quinta;Fora Ponta;0,211
14/10/2021 14:30;Quinta;Fora Ponta;0,204
14/10/2021 14:45;Quinta;Fora Ponta;0,183
14/10/2021 15:00;Quinta;Fora Ponta;0,189
14/10/2021 15:15;Quinta;Fora Ponta;0,2
14/10/2021 15:30;Quinta;Fora Ponta;0,195
14/10/2021 15:45;Quinta;Fora Ponta;0,171
14/10/2021 16:00;Quinta;Fora Ponta;0,11
14/10/2021 16:15;Quinta;Fora Ponta;0,108
14/10/2021 16:30;Quinta;Fora Ponta;0,114
14/10/2021 16:45;Quinta;Fora Ponta;0,118
14/10/2021 17:00;Quinta;Fora Ponta;0,09
14/10/2021 17:15;Quinta;Fora Ponta;0,099
14/10/2021 17:30;Quinta;Fora Ponta;0,025
14/10/2021 17:45;Quinta;Ponta;0,011
14/10/2021 18:00;Quinta;Ponta;0,011
14/10/2021 18:15;Quinta;Ponta;0,01
14/10/2021 18:30;Quinta;Ponta;0,011
14/10/2021 18:45;Quinta;Ponta;0,01
14/10/2021 19:00;Quinta;Ponta;0,01
14/10/2021 19:15;Quinta;Ponta;0,01
14/10/2021 19:30;Quinta;Ponta;0,01
14/10/2021 19:45;Quinta;Ponta;0,01
14/10/2021 20:00;Quinta;Ponta;0,01
14/10/2021 20:15;Quinta;Ponta;0,01
14/10/2021 20:30;Quinta;Ponta;0,01
14/10/2021 20:45;Quinta;Fora Ponta;0,01
14/10/2021 21:00;Quinta;Fora Ponta;0,021
14/10/2021 21:15;Quinta;Fora Ponta;0,03
14/10/2021 21:30;Quinta;Fora Ponta;0,034
14/10/2021 21:45;Quinta;Fora Ponta;0,085
14/10/2021 22:00;Quinta;Fora Ponta;0,134
14/10/2021 22:15;Quinta;Fora Ponta;0,185
14/10/2021 22:30;Quinta;Fora Ponta;0,183
14/10/2021 22:45;Quinta;Fora Ponta;0,143
14/10/2021 23:00;Quinta;Fora Ponta;0,121
14/10/2021 23:15;Quinta;Fora Ponta;0,099
14/10/2021 23:30;Quinta;Fora Ponta;0,169
14/10/2021 23:45;Quinta;Fora Ponta;0,181
15/10/2021 00:00;Sexta;Fora Ponta;0,178
15/10/2021 00:15;Sexta;Fora Ponta;0,142
15/10/2021 00:30;Sexta;Fora Ponta;0,16
15/10/2021 00:45;Sexta;Fora Ponta;0,149
15/10/2021 01:00;Sexta;Fora Ponta;0,151
15/10/2021 01:15;Sexta;Fora Ponta;0,153
15/10/2021 01:30;Sexta;Fora Ponta;0,136
15/10/2021 01:45;Sexta;Fora Ponta;0,158
15/10/2021 02:00;Sexta;Fora Ponta;0,15
15/10/2021 02:15;Sexta;Fora Ponta;0,158
15/10/2021 02:30;Sexta;Fora Ponta;0,132
15/10/2021 02:45;Sexta;Fora Ponta;0,122
15/10/2021 03:00;Sexta;Fora Ponta;0,169
15/10/2021 03:15;Sexta;Fora Ponta;0,179
15/10/2021 03:30;Sexta;Fora Ponta;0,171
15/10/2021 03:45;Sexta;Fora Ponta;0,152
15/10/2021 04:00;Sexta;Fora Ponta;0,179
15/10/2021 04:15;Sexta;Fora Ponta;0,189
15/10/2021 04:30;Sexta;Fora Ponta;0,16
15/10/2021 04:45;Sexta;Fora Ponta;0,132
15/10/2021 05:00;Sexta;Fora Ponta;0,169
15/10/2021 05:15;Sexta;Fora Ponta;0,166
15/10/2021 05:30;Sexta;Fora Ponta;0,204
15/10/2021 05:45;Sexta;Fora Ponta;0,141
15/10/2021 06:00;Sexta;Fora Ponta;0,121
15/10/2021 06:15;Sexta;Fora Ponta;0,088
15/10/2021 06:30;Sexta;Fora Ponta;0,124
15/10/2021 06:45;Sexta;Fora Ponta;0,08
15/10/2021 07:00;Sexta;Fora Ponta;0,063
15/10/2021 07:15;Sexta;Fora Ponta;0,074
15/10/2021 07:30;Sexta;Fora Ponta;0,084
15/10/2021 07:45;Sexta;Fora Ponta;0,123
15/10/2021 08:00;Sexta;Fora Ponta;0,101
15/10/2021 08:15;Sexta;Fora Ponta;0,095
15/10/2021 08:30;Sexta;Fora Ponta;0,098
15/10/2021 08:45;Sexta;Fora Ponta;0,101
15/10/2021 09:00;Sexta;Fora Ponta;0,095
15/10/2021 09:15;Sexta;Fora Ponta;0,099
15/10/2021 09:30;Sexta;Fora Ponta;0,152
15/10/2021 09:45;Sexta;Fora Ponta;0,199
15/10/2021 10:00;Sexta;Fora Ponta;0,175
15/10/2021 10:15;Sexta;Fora Ponta;0,194
15/10/2021 10:30;Sexta;Fora Ponta;0,189
15/10/2021 10:45;Sexta;Fora Ponta;0,14
15/10/2021 11:00;Sexta;Fora Ponta;0,143
15/10/2021 11:15;Sexta;Fora Ponta;0,14
15/10/2021 11:30;Sexta;Fora Ponta;0,174
15/10/2021 11:45;Sexta;Fora Ponta;0,172
15/10/2021 12:00;Sexta;Fora Ponta;0,185
15/10/2021 12:15;Sexta;Fora Ponta;0,164
15/10/2021 12:30;Sexta;Fora Ponta;0,14
15/10/2021 12:45;Sexta;Fora Ponta;0,179
15/10/2021 13:00;Sexta;Fora Ponta;0,185
15/10/2021 13:15;Sexta;Fora Ponta;0,179
15/10/2021 13:30;Sexta;Fora Ponta;0,157
15/10/2021 13:45;Sexta;Fora Ponta;0,206
15/10/2021 14:00;Sexta;Fora Ponta;0,17
15/10/2021 14:15;Sexta;Fora Ponta;0,172
15/10/2021 14:30;Sexta;Fora Ponta;0,169
15/10/2021 14:45;Sexta;Fora Ponta;0,213
15/10/2021 15:00;Sexta;Fora Ponta;0,169
15/10/2021 15:15;Sexta;Fora Ponta;0,177
15/10/2021 15:30;Sexta;Fora Ponta;0,189
15/10/2021 15:45;Sexta;Fora Ponta;0,189
15/10/2021 16:00;Sexta;Fora Ponta;0,19
15/10/2021 16:15;Sexta;Fora Ponta;0,179
15/10/2021 16:30;Sexta;Fora Ponta;0,17
15/10/2021 16:45;Sexta;Fora Ponta;0,142
15/10/2021 17:00;Sexta;Fora Ponta;0,144
15/10/2021 17:15;Sexta;Fora Ponta;0,146
15/10/2021 17:30;Sexta;Fora Ponta;0,057
15/10/2021 17:45;Sexta;Ponta;0,011
15/10/2021 18:00;Sexta;Ponta;0,01
15/10/2021 18:15;Sexta;Ponta;0,009
15/10/2021 18:30;Sexta;Ponta;0,008
15/10/2021 18:45;Sexta;Ponta;0,008
15/10/2021 19:00;Sexta;Ponta;0,007
15/10/2021 19:15;Sexta;Ponta;0,008
15/10/2021 19:30;Sexta;Ponta;0,008
15/10/2021 19:45;Sexta;Ponta;0,008
15/10/2021 20:00;Sexta;Ponta;0,009
15/10/2021 20:15;Sexta;Ponta;0,009
15/10/2021 20:30;Sexta;Ponta;0,008
15/10/2021 20:45;Sexta;Fora Ponta;0,04
15/10/2021 21:00;Sexta;Fora Ponta;0,108
15/10/2021 21:15;Sexta;Fora Ponta;0,115
15/10/2021 21:30;Sexta;Fora Ponta;0,123
15/10/2021 21:45;Sexta;Fora Ponta;0,11
15/10/2021 22:00;Sexta;Fora Ponta;0,145
15/10/2021 22:15;Sexta;Fora Ponta;0,118
15/10/2021 22:30;Sexta;Fora Ponta;0,119
15/10/2021 22:45;Sexta;Fora Ponta;0,145
15/10/2021 23:00;Sexta;Fora Ponta;0,187
