Data;Dia;Posto;kWh
17/09/2021 22:30;Sexta;Fora Ponta;0,014
17/09/2021 22:45;Sexta;Fora Ponta;0,009
17/09/2021 23:00;Sexta;Fora Ponta;0,02
17/09/2021 23:15;Sexta;Fora Ponta;0,082
17/09/2021 23:30;Sexta;Fora Ponta;0,113
17/09/2021 23:45;Sexta;Fora Ponta;0,16
18/09/2021 00:00;Sábado;Fora Ponta;0,167
18/09/2021 00:15;Sábado;Fora Ponta;0,149
18/09/2021 00:30;Sábado;Fora Ponta;0,196
18/09/2021 00:45;Sábado;Fora Ponta;0,195
18/09/2021 01:00;Sábado;Fora Ponta;0,17
18/09/2021 01:15;Sábado;Fora Ponta;0,141
18/09/2021 01:30;Sábado;Fora Ponta;0,162
18/09/2021 01:45;Sábado;Fora Ponta;0,123
18/09/2021 02:00;Sábado;Fora Ponta;0,126
18/09/2021 02:15;Sábado;Fora Ponta;0,113
18/09/2021 02:30;Sábado;Fora Ponta;0,098
18/09/2021 02:45;Sábado;Fora Ponta;0,107
18/09/2021 03:00;Sábado;Fora Ponta;0,08
18/09/2021 03:15;Sábado;Fora Ponta;0,069
18/09/2021 03:30;Sábado;Fora Ponta;0,106
18/09/2021 03:45;Sábado;Fora Ponta;0,03
18/09/2021 04:00;Sábado;Fora Ponta;0,032
18/09/2021 04:15;Sábado;Fora Ponta;0,032
18/09/2021 04:30;Sábado;Fora Ponta;0,085
18/09/2021 04:45;Sábado;Fora Ponta;0,061
18/09/2021 05:00;Sábado;Fora Ponta;0,05
18/09/2021 05:15;Sábado;Fora Ponta;0,107
18/09/2021 05:30;Sábado;Fora Ponta;0,163
18/09/2021 05:45;Sábado;Fora Ponta;0,128
18/09/2021 06:00;Sábado;Fora Ponta;0,131
18/09/2021 06:15;Sábado;Fora Ponta;0,128
18/09/2021 06:30;Sábado;Fora Ponta;0,095
18/09/2021 06:45;Sábado;Fora Ponta;0,068
18/09/2021 07:00;Sábado;Fora Ponta;0,065
18/09/2021 07:15;Sábado;Fora Ponta;0,063
18/09/2021 07:30;Sábado;Fora Ponta;0,088
18/09/2021 07:45;Sábado;Fora Ponta;0,14
18/09/2021 08:00;Sábado;Fora Ponta;0,173
18/09/2021 08:15;Sábado;Fora Ponta;0,168
18/09/2021 08:30;Sábado;Fora Ponta;0,208
18/09/2021 08:45;Sábado;Fora Ponta;0,215
18/09/2021 09:00;Sábado;Fora Ponta;0,22
18/09/2021 09:15;Sábado;Fora Ponta;0,195
18/09/2021 09:30;Sábado;Fora Ponta;0,209
18/09/2021 09:45;Sábado;Fora Ponta;0,193
18/09/2021 10:00;Sábado;Fora Ponta;0,178
18/09/2021 10:15;Sábado;Fora Ponta;0,17
18/09/2021 10:30;Sábado;Fora Ponta;0,149
18/09/2021 10:45;Sábado;Fora Ponta;0,092
18/09/2021 11:00;Sábado;Fora Ponta;0,13
18/09/2021 11:15;Sábado;Fora Ponta;0,173
18/09/2021 11:30;Sábado;Fora Ponta;0,065
18/09/2021 11:45;Sábado;Fora Ponta;0,007
18/09/2021 12:00;Sábado;Fora Ponta;0,007
18/09/2021 12:15;Sábado;Fora Ponta;0,067
18/09/2021 12:30;Sábado;Fora Ponta;0,177
18/09/2021 12:45;Sábado;Fora Ponta;0,175
18/09/2021 13:00;Sábado;Fora Ponta;0,191
18/09/2021 13:15;Sábado;Fora Ponta;0,198
18/09/2021 13:30;Sábado;Fora Ponta;0,224
18/09/2021 13:45;Sábado;Fora Ponta;0,221
18/09/2021 14:00;Sábado;Fora Ponta;0,163
18/09/2021 14:15;Sábado;Fora Ponta;0,111
18/09/2021 14:30;Sábado;Fora Ponta;0,102
18/09/2021 14:45;Sábado;Fora Ponta;0,089
18/09/2021 15:00;Sábado;Fora Ponta;0,11
18/09/2021 15:15;Sábado;Fora Ponta;0,121
18/09/2021 15:30;Sábado;Fora Ponta;0,094
18/09/2021 15:45;Sábado;Fora Ponta;0,083
18/09/2021 16:00;Sábado;Fora Ponta;0,07
18/09/2021 16:15;Sábado;Fora Ponta;0,07
18/09/2021 16:30;Sábado;Fora Ponta;0,091
18/09/2021 16:45;Sábado;Fora Ponta;0,102
18/09/2021 17:00;Sábado;Fora Ponta;0,115
18/09/2021 17:15;Sábado;Fora Ponta;0,113
18/09/2021 17:30;Sábado;Fora Ponta;0,105
18/09/2021 17:45;Sábado;Fora Ponta;0,1
18/09/2021 18:00;Sábado;Fora Ponta;0,118
18/09/2021 18:15;Sábado;Fora Ponta;0,074
18/09/2021 18:30;Sábado;Fora Ponta;0,074
18/09/2021 18:45;Sábado;Fora Ponta;0,074
18/09/2021 19:00;Sábado;Fora Ponta;0,068
18/09/2021 19:15;Sábado;Fora Ponta;0,064
18/09/2021 19:30;Sábado;Fora Ponta;0,012
18/09/2021 19:45;Sábado;Fora Ponta;0,006
18/09/2021 20:00;Sábado;Fora Ponta;0,005
18/09/2021 20:15;Sábado;Fora Ponta;0,006
18/09/2021 20:30;Sábado;Fora Ponta;0,026
18/09/2021 20:45;Sábado;Fora Ponta;0,034
18/09/2021 21:00;Sábado;Fora Ponta;0,04
18/09/2021 21:15;Sábado;Fora Ponta;0,043
18/09/2021 21:30;Sábado;Fora Ponta;0,064
18/09/2021 21:45;Sábado;Fora Ponta;0,111
18/09/2021 22:00;Sábado;Fora Ponta;0,126
18/09/2021 22:15;Sábado;Fora Ponta;0,124
18/09/2021 22:30;Sábado;Fora Ponta;0,14
18/09/2021 22:45;Sábado;Fora Ponta;0,151
18/09/2021 23:00;Sábado;Fora Ponta;0,155
18/09/2021 23:15;Sábado;Fora Ponta;0,171
18/09/2021 23:30;Sábado;Fora Ponta;0,186
18/09/2021 23:45;Sábado;Fora Ponta;0,2
19/09/2021 00:00;Domingo;Fora Ponta;0,198
19/09/2021 00:15;Domingo;Fora Ponta;0,184
19/09/2021 00:30;Domingo;Fora Ponta;0,194
19/09/2021 00:45;Domingo;Fora Ponta;0,166
19/09/2021 01:00;Domingo;Fora Ponta;0,157
19/09/2021 01:15;Domingo;Fora Ponta;0,152
19/09/2021 01:30;Domingo;Fora Ponta;0,142
19/09/2021 01:45;Domingo;Fora Ponta;0,147
19/09/2021 02:00;Domingo;Fora Ponta;0,144
19/09/2021 02:15;Domingo;Fora Ponta;0,149
19/09/2021 02:30;Domingo;Fora Ponta;0,14
19/09/2021 02:45;Domingo;Fora Ponta;0,15
19/09/2021 03:00;Domingo;Fora Ponta;0,14
19/09/2021 03:15;Domingo;Fora Ponta;0,151
19/09/2021 03:30;Domingo;Fora Ponta;0,139
19/09/2021 03:45;Domingo;Fora Ponta;0,143
19/09/2021 04:00;Domingo;Fora Ponta;0,144
19/09/2021 04:15;Domingo;Fora Ponta;0,137
19/09/2021 04:30;Domingo;Fora Ponta;0,148
19/09/2021 04:45;Domingo;Fora Ponta;0,13
19/09/2021 05:00;Domingo;Fora Ponta;0,145
19/09/2021 05:15;Domingo;Fora Ponta;0,142
19/09/2021 05:30;Domingo;Fora Ponta;0,148
19/09/2021 05:45;Domingo;Fora Ponta;0,133
19/09/2021 06:00;Domingo;Fora Ponta;0,156
19/09/2021 06:15;Domingo;Fora Ponta;0,156
19/09/2021 06:30;Domingo;Fora Ponta;0,159
19/09/2021 06:45;Domingo;Fora Ponta;0,13
19/09/2021 07:00;Domingo;Fora Ponta;0,125
19/09/2021 07:15;Domingo;Fora Ponta;0,093
19/09/2021 07:30;Domingo;Fora Ponta;0,091
19/09/2021 07:45;Domingo;Fora Ponta;0,091
19/09/2021 08:00;Domingo;Fora Ponta;0,067
19/09/2021 08:15;Domingo;Fora Ponta;0,02
19/09/2021 08:30;Domingo;Fora Ponta;0,007
19/09/2021 08:45;Domingo;Fora Ponta;0,005
19/09/2021 09:00;Domingo;Fora Ponta;0,006
19/09/2021 09:15;Domingo;Fora Ponta;0,006
19/09/2021 09:30;Domingo;Fora Ponta;0,007
19/09/2021 09:45;Domingo;Fora Ponta;0,007
19/09/2021 10:00;Domingo;Fora Ponta;0,009
19/09/2021 10:15;Domingo;Fora Ponta;0,015
19/09/2021 10:30;Domingo;Fora Ponta;0,057
19/09/2021 10:45;Domingo;Fora Ponta;0,007
19/09/2021 11:00;Domingo;Fora Ponta;0,009
19/09/2021 11:15;Domingo;Fora Ponta;0,082
19/09/2021 11:30;Domingo;Fora Ponta;0,095
19/09/2021 11:45;Domingo;Fora Ponta;0,1
19/09/2021 12:00;Domingo;Fora Ponta;0,096
19/09/2021 12:15;Domingo;Fora Ponta;0,089
19/09/2021 12:30;Domingo;Fora Ponta;0,09
19/09/2021 12:45;Domingo;Fora Ponta;0,097
19/09/2021 13:00;Domingo;Fora Ponta;0,098
19/09/2021 13:15;Domingo;Fora Ponta;0,089
19/09/2021 13:30;Domingo;Fora Ponta;0,093
19/09/2021 13:45;Domingo;Fora Ponta;0,098
19/09/2021 14:00;Domingo;Fora Ponta;0,101
19/09/2021 14:15;Domingo;Fora Ponta;0,109
19/09/2021 14:30;Domingo;Fora Ponta;0,111
19/09/2021 14:45;Domingo;Fora Ponta;0,117
19/09/2021 15:00;Domingo;Fora Ponta;0,116
19/09/2021 15:15;Domingo;Fora Ponta;0,124
19/09/2021 15:30;Domingo;Fora Ponta;0,128
19/09/2021 15:45;Domingo;Fora Ponta;0,134
19/09/2021 16:00;Domingo;Fora Ponta;0,133
19/09/2021 16:15;Domingo;Fora Ponta;0,124
19/09/2021 16:30;Domingo;Fora Ponta;0,125
19/09/2021 16:45;Domingo;Fora Ponta;0,123
19/09/2021 17:00;Domingo;Fora Ponta;0,124
19/09/2021 17:15;Domingo;Fora Ponta;0,128
19/09/2021 17:30;Domingo;Fora Ponta;0,125
19/09/2021 17:45;Domingo;Fora Ponta;0,13
19/09/2021 18:00;Domingo;Fora Ponta;0,127
19/09/2021 18:15;Domingo;Fora Ponta;0,124
19/09/2021 18:30;Domingo;Fora Ponta;0,126
19/09/2021 18:45;Domingo;Fora Ponta;0,127
19/09/2021 19:00;Domingo;Fora Ponta;0,093
19/09/2021 19:15;Domingo;Fora Ponta;0,075
19/09/2021 19:30;Domingo;Fora Ponta;0,087
19/09/2021 19:45;Domingo;Fora Ponta;0,096
19/09/2021 20:00;Domingo;Fora Ponta;0,092
19/09/2021 20:15;Domingo;Fora Ponta;0,052
19/09/2021 20:30;Domingo;Fora Ponta;0,037
19/09/2021 20:45;Domingo;Fora Ponta;0,027
19/09/2021 21:00;Domingo;Fora Ponta;0,029
19/09/2021 21:15;Domingo;Fora Ponta;0,037
19/09/2021 21:30;Domingo;Fora Ponta;0,042
19/09/2021 21:45;Domingo;Fora Ponta;0,046
19/09/2021 22:00;Domingo;Fora Ponta;0,037
19/09/2021 22:15;Domingo;Fora Ponta;0,045
19/09/2021 22:30;Domingo;Fora Ponta;0,051
19/09/2021 22:45;Domingo;Fora Ponta;0,085
19/09/2021 23:00;Domingo;Fora Ponta;0,084
19/09/2021 23:15;Domingo;Fora Ponta;0,094
19/09/2021 23:30;Domingo;Fora Ponta;0,088
19/09/2021 23:45;Domingo;Fora Ponta;0,08
20/09/2021 00:00;Segunda;Fora Ponta;0,083
20/09/2021 00:15;Segunda;Fora Ponta;0,104
20/09/2021 00:30;Segunda;Fora Ponta;0,108
20/09/2021 00:45;Segunda;Fora Ponta;0,106
20/09/2021 01:00;Segunda;Fora Ponta;0,1
20/09/2021 01:15;Segunda;Fora Ponta;0,102
20/09/2021 01:30;Segunda;Fora Ponta;0,141
20/09/2021 01:45;Segunda;Fora Ponta;0,13
20/09/2021 02:00;Segunda;Fora Ponta;0,134
20/09/2021 02:15;Segunda;Fora Ponta;0,139
20/09/2021 02:30;Segunda;Fora Ponta;0,14
20/09/2021 02:45;Segunda;Fora Ponta;0,112
20/09/2021 03:00;Segunda;Fora Ponta;0,148
20/09/2021 03:15;Segunda;Fora Ponta;0,142
20/09/2021 03:30;Segunda;Fora Ponta;0,158
20/09/2021 03:45;Segunda;Fora Ponta;0,153
20/09/2021 04:00;Segunda;Fora Ponta;0,151
20/09/2021 04:15;Segunda;Fora Ponta;0,132
20/09/2021 04:30;Segunda;Fora Ponta;0,111
20/09/2021 04:45;Segunda;Fora Ponta;0,108
20/09/2021 05:00;Segunda;Fora Ponta;0,042
20/09/2021 05:15;Segunda;Fora Ponta;0,04
20/09/2021 05:30;Segunda;Fora Ponta;0,04
20/09/2021 05:45;Segunda;Fora Ponta;0,045
20/09/2021 06:00;Segunda;Fora Ponta;0,045
20/09/2021 06:15;Segunda;Fora Ponta;0,032
20/09/2021 06:30;Segunda;Fora Ponta;0,008
20/09/2021 06:45;Segunda;Fora Ponta;0,007
20/09/2021 07:00;Segunda;Fora Ponta;0,007
20/09/2021 07:15;Segunda;Fora Ponta;0,008
20/09/2021 07:30;Segunda;Fora Ponta;0,009
20/09/2021 07:45;Segunda;Fora Ponta;0,01
20/09/2021 08:00;Segunda;Fora Ponta;0,01
20/09/2021 08:15;Segunda;Fora Ponta;0,01
20/09/2021 08:30;Segunda;Fora Ponta;0,01
20/09/2021 08:45;Segunda;Fora Ponta;0,124
20/09/2021 09:00;Segunda;Fora Ponta;0,16
20/09/2021 09:15;Segunda;Fora Ponta;0,132
20/09/2021 09:30;Segunda;Fora Ponta;0,114
20/09/2021 09:45;Segunda;Fora Ponta;0,106
20/09/2021 10:00;Segunda;Fora Ponta;0,109
20/09/2021 10:15;Segunda;Fora Ponta;0,024
20/09/2021 10:30;Segunda;Fora Ponta;0,012
20/09/2021 10:45;Segunda;Fora Ponta;0,012
20/09/2021 11:00;Segunda;Fora Ponta;0,083
20/09/2021 11:15;Segunda;Fora Ponta;0,087
20/09/2021 11:30;Segunda;Fora Ponta;0,082
20/09/2021 11:45;Segunda;Fora Ponta;0,081
20/09/2021 12:00;Segunda;Fora Ponta;0,082
20/09/2021 12:15;Segunda;Fora Ponta;0,073
20/09/2021 12:30;Segunda;Fora Ponta;0,091
20/09/2021 12:45;Segunda;Fora Ponta;0,093
20/09/2021 13:00;Segunda;Fora Ponta;0,095
20/09/2021 13:15;Segunda;Fora Ponta;0,096
20/09/2021 13:30;Segunda;Fora Ponta;0,121
20/09/2021 13:45;Segunda;Fora Ponta;0,152
20/09/2021 14:00;Segunda;Fora Ponta;0,149
20/09/2021 14:15;Segunda;Fora Ponta;0,126
20/09/2021 14:30;Segunda;Fora Ponta;0,147
20/09/2021 14:45;Segunda;Fora Ponta;0,114
20/09/2021 15:00;Segunda;Fora Ponta;0,138
20/09/2021 15:15;Segunda;Fora Ponta;0,065
20/09/2021 15:30;Segunda;Fora Ponta;0,123
20/09/2021 15:45;Segunda;Fora Ponta;0,101
20/09/2021 16:00;Segunda;Fora Ponta;0,143
20/09/2021 16:15;Segunda;Fora Ponta;0,142
20/09/2021 16:30;Segunda;Fora Ponta;0,145
20/09/2021 16:45;Segunda;Fora Ponta;0,113
20/09/2021 17:00;Segunda;Fora Ponta;0,126
20/09/2021 17:15;Segunda;Fora Ponta;0,143
20/09/2021 17:30;Segunda;Fora Ponta;0,034
20/09/2021 17:45;Segunda;Ponta;0,009
20/09/2021 18:00;Segunda;Ponta;0,008
20/09/2021 18:15;Segunda;Ponta;0,008
20/09/2021 18:30;Segunda;Ponta;0,008
20/09/2021 18:45;Segunda;Ponta;0,007
20/09/2021 19:00;Segunda;Ponta;0,007
20/09/2021 19:15;Segunda;Ponta;0,007
20/09/2021 19:30;Segunda;Ponta;0,006
20/09/2021 19:45;Segunda;Ponta;0,006
20/09/2021 20:00;Segunda;Ponta;0,007
20/09/2021 20:15;Segunda;Ponta;0,007
20/09/2021 20:30;Segunda;Ponta;0,007
20/09/2021 20:45;Segunda;Fora Ponta;0,03
20/09/2021 21:00;Segunda;Fora Ponta;0,082
20/09/2021 21:15;Segunda;Fora Ponta;0,086
20/09/2021 21:30;Segunda;Fora Ponta;0,078
20/09/2021 21:45;Segunda;Fora Ponta;0,057
20/09/2021 22:00;Segunda;Fora Ponta;0,011
20/09/2021 22:15;Segunda;Fora Ponta;0,011
20/09/2021 22:30;Segunda;Fora Ponta;0,061
20/09/2021 22:45;Segunda;Fora Ponta;0,082
20/09/2021 23:00;Segunda;Fora Ponta;0,081
20/09/2021 23:15;Segunda;Fora Ponta;0,081
20/09/2021 23:30;Segunda;Fora Ponta;0,072
20/09/2021 23:45;Segunda;Fora Ponta;0,07
21/09/2021 00:00;Terça;Fora Ponta;0,074
21/09/2021 00:15;Terça;Fora Ponta;0,063
21/09/2021 00:30;Terça;Fora Ponta;0,071
21/09/2021 00:45;Terça;Fora Ponta;0,017
21/09/2021 01:00;Terça;Fora Ponta;0,022
21/09/2021 01:15;Terça;Fora Ponta;0,084
21/09/2021 01:30;Terça;Fora Ponta;0,085
21/09/2021 01:45;Terça;Fora Ponta;0,082
21/09/2021 02:00;Terça;Fora Ponta;0,11
21/09/2021 02:15;Terça;Fora Ponta;0,078
21/09/2021 02:30;Terça;Fora Ponta;0,093
21/09/2021 02:45;Terça;Fora Ponta;0,119
21/09/2021 03:00;Terça;Fora Ponta;0,119
21/09/2021 03:15;Terça;Fora Ponta;0,149
21/09/2021 03:30;Terça;Fora Ponta;0,152
21/09/2021 03:45;Terça;Fora Ponta;0,165
21/09/2021 04:00;Terça;Fora Ponta;0,159
21/09/2021 04:15;Terça;Fora Ponta;0,171
21/09/2021 04:30;Terça;Fora Ponta;0,158
21/09/2021 04:45;Terça;Fora Ponta;0,15
21/09/2021 05:00;Terça;Fora Ponta;0,167
21/09/2021 05:15;Terça;Fora Ponta;0,145
21/09/2021 05:30;Terça;Fora Ponta;0,128
21/09/2021 05:45;Terça;Fora Ponta;0,105
21/09/2021 06:00;Terça;Fora Ponta;0,119
21/09/2021 06:15;Terça;Fora Ponta;0,102
21/09/2021 06:30;Terça;Fora Ponta;0,11
21/09/2021 06:45;Terça;Fora Ponta;0,107
21/09/2021 07:00;Terça;Fora Ponta;0,103
21/09/2021 07:15;Terça;Fora Ponta;0,091
21/09/2021 07:30;Terça;Fora Ponta;0,098
21/09/2021 07:45;Terça;Fora Ponta;0,074
21/09/2021 08:00;Terça;Fora Ponta;0,079
21/09/2021 08:15;Terça;Fora Ponta;0,079
21/09/2021 08:30;Terça;Fora Ponta;0,078
21/09/2021 08:45;Terça;Fora Ponta;0,073
21/09/2021 09:00;Terça;Fora Ponta;0,098
21/09/2021 09:15;Terça;Fora Ponta;0,112
21/09/2021 09:30;Terça;Fora Ponta;0,158
21/09/2021 09:45;Terça;Fora Ponta;0,172
21/09/2021 10:00;Terça;Fora Ponta;0,161
21/09/2021 10:15;Terça;Fora Ponta;0,161
21/09/2021 10:30;Terça;Fora Ponta;0,16
21/09/2021 10:45;Terça;Fora Ponta;0,158
21/09/2021 11:00;Terça;Fora Ponta;0,18
21/09/2021 11:15;Terça;Fora Ponta;0,177
21/09/2021 11:30;Terça;Fora Ponta;0,194
21/09/2021 11:45;Terça;Fora Ponta;0,162
21/09/2021 12:00;Terça;Fora Ponta;0,159
21/09/2021 12:15;Terça;Fora Ponta;0,166
21/09/2021 12:30;Terça;Fora Ponta;0,126
21/09/2021 12:45;Terça;Fora Ponta;0,155
21/09/2021 13:00;Terça;Fora Ponta;0,156
21/09/2021 13:15;Terça;Fora Ponta;0,193
21/09/2021 13:30;Terça;Fora Ponta;0,206
21/09/2021 13:45;Terça;Fora Ponta;0,182
21/09/2021 14:00;Terça;Fora Ponta;0,192
21/09/2021 14:15;Terça;Fora Ponta;0,176
21/09/2021 14:30;Terça;Fora Ponta;0,193
21/09/2021 14:45;Terça;Fora Ponta;0,162
21/09/2021 15:00;Terça;Fora Ponta;0,16
21/09/2021 15:15;Terça;Fora Ponta;0,137
21/09/2021 15:30;Terça;Fora Ponta;0,118
21/09/2021 15:45;Terça;Fora Ponta;0,139
21/09/2021 16:00;Terça;Fora Ponta;0,13
21/09/2021 16:15;Terça;Fora Ponta;0,131
21/09/2021 16:30;Terça;Fora Ponta;0,118
21/09/2021 16:45;Terça;Fora Ponta;0,066
21/09/2021 17:00;Terça;Fora Ponta;0,008
21/09/2021 17:15;Terça;Fora Ponta;0,007
21/09/2021 17:30;Terça;Fora Ponta;0,008
21/09/2021 17:45;Terça;Ponta;0,008
21/09/2021 18:00;Terça;Ponta;0,007
21/09/2021 18:15;Terça;Ponta;0,008
21/09/2021 18:30;Terça;Ponta;0,007
21/09/2021 18:45;Terça;Ponta;0,007
21/09/2021 19:00;Terça;Ponta;0,007
21/09/2021 19:15;Terça;Ponta;0,007
21/09/2021 19:30;Terça;Ponta;0,007
21/09/2021 19:45;Terça;Ponta;0,007
21/09/2021 20:00;Terça;Ponta;0,008
21/09/2021 20:15;Terça;Ponta;0,008
21/09/2021 20:30;Terça;Ponta;0,008
21/09/2021 20:45;Terça;Fora Ponta;0,03
21/09/2021 21:00;Terça;Fora Ponta;0,051
21/09/2021 21:15;Terça;Fora Ponta;0,011
21/09/2021 21:30;Terça;Fora Ponta;0,011
21/09/2021 21:45;Terça;Fora Ponta;0,011
21/09/2021 22:00;Terça;Fora Ponta;0,061
21/09/2021 22:15;Terça;Fora Ponta;0,096
21/09/2021 22:30;Terça;Fora Ponta;0,008
21/09/2021 22:45;Terça;Fora Ponta;0,007
21/09/2021 23:00;Terça;Fora Ponta;0,007
21/09/2021 23:15;Terça;Fora Ponta;0,007
21/09/2021 23:30;Terça;Fora Ponta;0,029
21/09/2021 23:45;Terça;Fora Ponta;0,08
22/09/2021 00:00;Quarta;Fora Ponta;0,084
22/09/2021 00:15;Quarta;Fora Ponta;0,086
22/09/2021 00:30;Quarta;Fora Ponta;0,073
22/09/2021 00:45;Quarta;Fora Ponta;0,115
22/09/2021 01:00;Quarta;Fora Ponta;0,172
22/09/2021 01:15;Quarta;Fora Ponta;0,158
22/09/2021 01:30;Quarta;Fora Ponta;0,164
22/09/2021 01:45;Quarta;Fora Ponta;0,171
22/09/2021 02:00;Quarta;Fora Ponta;0,174
22/09/2021 02:15;Quarta;Fora Ponta;0,184
22/09/2021 02:30;Quarta;Fora Ponta;0,183
22/09/2021 02:45;Quarta;Fora Ponta;0,141
22/09/2021 03:00;Quarta;Fora Ponta;0,134
22/09/2021 03:15;Quarta;Fora Ponta;0,131
22/09/2021 03:30;Quarta;Fora Ponta;0,131
22/09/2021 03:45;Quarta;Fora Ponta;0,116
22/09/2021 04:00;Quarta;Fora Ponta;0,133
22/09/2021 04:15;Quarta;Fora Ponta;0,129
22/09/2021 04:30;Quarta;Fora Ponta;0,134
22/09/2021 04:45;Quarta;Fora Ponta;0,135
22/09/2021 05:00;Quarta;Fora Ponta;0,137
22/09/2021 05:15;Quarta;Fora Ponta;0,059
22/09/2021 05:30;Quarta;Fora Ponta;0,026
22/09/2021 05:45;Quarta;Fora Ponta;0,053
22/09/2021 06:00;Quarta;Fora Ponta;0,124
22/09/2021 06:15;Quarta;Fora Ponta;0,108
22/09/2021 06:30;Quarta;Fora Ponta;0,117
22/09/2021 06:45;Quarta;Fora Ponta;0,114
22/09/2021 07:00;Quarta;Fora Ponta;0,116
22/09/2021 07:15;Quarta;Fora Ponta;0,091
22/09/2021 07:30;Quarta;Fora Ponta;0,096
22/09/2021 07:45;Quarta;Fora Ponta;0,096
22/09/2021 08:00;Quarta;Fora Ponta;0,097
22/09/2021 08:15;Quarta;Fora Ponta;0,098
22/09/2021 08:30;Quarta;Fora Ponta;0,081
22/09/2021 08:45;Quarta;Fora Ponta;0,098
22/09/2021 09:00;Quarta;Fora Ponta;0,031
22/09/2021 09:15;Quarta;Fora Ponta;0,021
22/09/2021 09:30;Quarta;Fora Ponta;0,019
22/09/2021 09:45;Quarta;Fora Ponta;0,02
22/09/2021 10:00;Quarta;Fora Ponta;0,019
22/09/2021 10:15;Quarta;Fora Ponta;0,058
22/09/2021 10:30;Quarta;Fora Ponta;0,087
22/09/2021 10:45;Quarta;Fora Ponta;0,087
22/09/2021 11:00;Quarta;Fora Ponta;0,105
22/09/2021 11:15;Quarta;Fora Ponta;0,095
22/09/2021 11:30;Quarta;Fora Ponta;0,11
22/09/2021 11:45;Quarta;Fora Ponta;0,069
22/09/2021 12:00;Quarta;Fora Ponta;0,071
22/09/2021 12:15;Quarta;Fora Ponta;0,072
22/09/2021 12:30;Quarta;Fora Ponta;0,073
22/09/2021 12:45;Quarta;Fora Ponta;0,074
22/09/2021 13:00;Quarta;Fora Ponta;0,072
22/09/2021 13:15;Quarta;Fora Ponta;0,073
22/09/2021 13:30;Quarta;Fora Ponta;0,076
22/09/2021 13:45;Quarta;Fora Ponta;0,076
22/09/2021 14:00;Quarta;Fora Ponta;0,094
22/09/2021 14:15;Quarta;Fora Ponta;0,089
22/09/2021 14:30;Quarta;Fora Ponta;0,117
22/09/2021 14:45;Quarta;Fora Ponta;0,108
22/09/2021 15:00;Quarta;Fora Ponta;0,093
22/09/2021 15:15;Quarta;Fora Ponta;0,094
22/09/2021 15:30;Quarta;Fora Ponta;0,1
22/09/2021 15:45;Quarta;Fora Ponta;0,115
22/09/2021 16:00;Quarta;Fora Ponta;0,117
22/09/2021 16:15;Quarta;Fora Ponta;0,111
22/09/2021 16:30;Quarta;Fora Ponta;0,112
22/09/2021 16:45;Quarta;Fora Ponta;0,088
22/09/2021 17:00;Quarta;Fora Ponta;0,081
22/09/2021 17:15;Quarta;Fora Ponta;0,08
22/09/2021 17:30;Quarta;Fora Ponta;0,03
22/09/2021 17:45;Quarta;Ponta;0,011
22/09/2021 18:00;Quarta;Ponta;0,011
22/09/2021 18:15;Quarta;Ponta;0,009
22/09/2021 18:30;Quarta;Ponta;0,008
22/09/2021 18:45;Quarta;Ponta;0,008
22/09/2021 19:00;Quarta;Ponta;0,007
22/09/2021 19:15;Quarta;Ponta;0,006
22/09/2021 19:30;Quarta;Ponta;0,007
22/09/2021 19:45;Quarta;Ponta;0,006
22/09/2021 20:00;Quarta;Ponta;0,006
22/09/2021 20:15;Quarta;Ponta;0,006
22/09/2021 20:30;Quarta;Ponta;0,006
22/09/2021 20:45;Quarta;Fora Ponta;0,006
22/09/2021 21:00;Quarta;Fora Ponta;0,006
22/09/2021 21:15;Quarta;Fora Ponta;0,007
22/09/2021 21:30;Quarta;Fora Ponta;0,013
22/09/2021 21:45;Quarta;Fora Ponta;0,068
22/09/2021 22:00;Quarta;Fora Ponta;0,11
22/09/2021 22:15;Quarta;Fora Ponta;0,095
22/09/2021 22:30;Quarta;Fora Ponta;0,093
22/09/2021 22:45;Quarta;Fora Ponta;0,13
22/09/2021 23:00;Quarta;Fora Ponta;0,138
22/09/2021 23:15;Quarta;Fora Ponta;0,119
22/09/2021 23:30;Quarta;Fora Ponta;0,13
22/09/2021 23:45;Quarta;Fora Ponta;0,097
23/09/2021 00:00;Quinta;Fora Ponta;0,103
23/09/2021 00:15;Quinta;Fora Ponta;0,122
23/09/2021 00:30;Quinta;Fora Ponta;0,12
23/09/2021 00:45;Quinta;Fora Ponta;0,152
23/09/2021 01:00;Quinta;Fora Ponta;0,149
23/09/2021 01:15;Quinta;Fora Ponta;0,062
23/09/2021 01:30;Quinta;Fora Ponta;0,09
23/09/2021 01:45;Quinta;Fora Ponta;0,103
23/09/2021 02:00;Quinta;Fora Ponta;0,14
23/09/2021 02:15;Quinta;Fora Ponta;0,092
23/09/2021 02:30;Quinta;Fora Ponta;0,127
23/09/2021 02:45;Quinta;Fora Ponta;0,124
23/09/2021 03:00;Quinta;Fora Ponta;0,112
23/09/2021 03:15;Quinta;Fora Ponta;0,161
23/09/2021 03:30;Quinta;Fora Ponta;0,184
23/09/2021 03:45;Quinta;Fora Ponta;0,231
23/09/2021 04:00;Quinta;Fora Ponta;0,207
23/09/2021 04:15;Quinta;Fora Ponta;0,151
23/09/2021 04:30;Quinta;Fora Ponta;0,042
23/09/2021 04:45;Quinta;Fora Ponta;0,004
