Data;Dia;Postos horários;kW fornecido;UFER;DMCR
01/09/2021 00:15;Quarta;Fora Ponta;0,505;-;-
01/09/2021 00:30;Quarta;Fora Ponta;0,545;-;-
01/09/2021 00:45;Quarta;Fora Ponta;0,601;-;-
01/09/2021 01:00;Quarta;Fora Ponta;0,564;-;-
01/09/2021 01:15;Quarta;Fora Ponta;0,556;-;-
01/09/2021 01:30;Quarta;Fora Ponta;0,559;0;0
01/09/2021 01:45;Quarta;Fora Ponta;0,419;-;-
01/09/2021 02:00;Quarta;Fora Ponta;0,54;-;-
01/09/2021 02:15;Quarta;Fora Ponta;0,544;-;-
01/09/2021 02:30;Quarta;Fora Ponta;0,47;0;0
01/09/2021 02:45;Quarta;Fora Ponta;0,526;-;-
01/09/2021 03:00;Quarta;Fora Ponta;0,498;-;-
01/09/2021 03:15;Quarta;Fora Ponta;0,409;-;-
01/09/2021 03:30;Quarta;Fora Ponta;0,481;0;0
01/09/2021 03:45;Quarta;Fora Ponta;0,473;-;-
01/09/2021 04:00;Quarta;Fora Ponta;0,443;-;-
01/09/2021 04:15;Quarta;Fora Ponta;0,451;-;-
01/09/2021 04:30;Quarta;Fora Ponta;0,431;0;0
01/09/2021 04:45;Quarta;Fora Ponta;0,4;-;-
01/09/2021 05:00;Quarta;Fora Ponta;0,412;-;-
01/09/2021 05:15;Quarta;Fora Ponta;0,439;-;-
01/09/2021 05:30;Quarta;Fora Ponta;0,448;0;0
01/09/2021 05:45;Quarta;Fora Ponta;0,506;-;-
01/09/2021 06:00;Quarta;Fora Ponta;0,486;-;-
01/09/2021 06:15;Quarta;Fora Ponta;0,544;-;-
01/09/2021 06:30;Quarta;Fora Ponta;0,517;0,058;0,571
01/09/2021 06:45;Quarta;Fora Ponta;0,454;-;-
01/09/2021 07:00;Quarta;Fora Ponta;0,422;-;-
01/09/2021 07:15;Quarta;Fora Ponta;0,325;-;-
01/09/2021 07:30;Quarta;Fora Ponta;0,421;0,089;0,495
01/09/2021 07:45;Quarta;Fora Ponta;0,376;-;-
01/09/2021 08:00;Quarta;Fora Ponta;0,242;-;-
01/09/2021 08:15;Quarta;Fora Ponta;0,217;-;-
01/09/2021 08:30;Quarta;Fora Ponta;0,232;0,062;0,329
01/09/2021 08:45;Quarta;Fora Ponta;0,463;-;-
01/09/2021 09:00;Quarta;Fora Ponta;0,452;-;-
01/09/2021 09:15;Quarta;Fora Ponta;0,726;-;-
01/09/2021 09:30;Quarta;Fora Ponta;0,798;0,012;0,622
01/09/2021 09:45;Quarta;Fora Ponta;0,763;-;-
01/09/2021 10:00;Quarta;Fora Ponta;0,732;-;-
01/09/2021 10:15;Quarta;Fora Ponta;0,725;-;-
01/09/2021 10:30;Quarta;Fora Ponta;0,776;0,019;0,768
01/09/2021 10:45;Quarta;Fora Ponta;0,713;-;-
01/09/2021 11:00;Quarta;Fora Ponta;0,744;-;-
01/09/2021 11:15;Quarta;Fora Ponta;0,564;-;-
01/09/2021 11:30;Quarta;Fora Ponta;0,521;0,024;0,659
01/09/2021 11:45;Quarta;Fora Ponta;0,538;-;-
01/09/2021 12:00;Quarta;Fora Ponta;0,539;-;-
01/09/2021 12:15;Quarta;Fora Ponta;0,482;-;-
01/09/2021 12:30;Quarta;Fora Ponta;0,509;0,032;0,549
01/09/2021 12:45;Quarta;Fora Ponta;0,468;-;-
01/09/2021 13:00;Quarta;Fora Ponta;0,557;-;-
01/09/2021 13:15;Quarta;Fora Ponta;0,7;-;-
01/09/2021 13:30;Quarta;Fora Ponta;0,709;0,027;0,636
01/09/2021 13:45;Quarta;Fora Ponta;0,666;-;-
01/09/2021 14:00;Quarta;Fora Ponta;0,644;-;-
01/09/2021 14:15;Quarta;Fora Ponta;0,732;-;-
01/09/2021 14:30;Quarta;Fora Ponta;0,581;0,042;0,698
01/09/2021 14:45;Quarta;Fora Ponta;0,635;-;-
01/09/2021 15:00;Quarta;Fora Ponta;0,731;-;-
01/09/2021 15:15;Quarta;Fora Ponta;0,734;-;-
01/09/2021 15:30;Quarta;Fora Ponta;0,733;0,038;0,746
01/09/2021 15:45;Quarta;Fora Ponta;0,743;-;-
01/09/2021 16:00;Quarta;Fora Ponta;0,727;-;-
01/09/2021 16:15;Quarta;Fora Ponta;0,737;-;-
01/09/2021 16:30;Quarta;Fora Ponta;0,74;0,032;0,769
01/09/2021 16:45;Quarta;Fora Ponta;0,636;-;-
01/09/2021 17:00;Quarta;Fora Ponta;0,832;-;-
01/09/2021 17:15;Quarta;Fora Ponta;0,713;-;-
01/09/2021 17:30;Quarta;Fora Ponta;0,619;0,053;0,753
01/09/2021 17:45;Quarta;Ponta;0,04;-;-
01/09/2021 18:00;Quarta;Ponta;0,024;-;-
01/09/2021 18:15;Quarta;Ponta;0,023;-;-
01/09/2021 18:30;Quarta;Ponta;0,024;0,247;0,275
01/09/2021 18:45;Quarta;Ponta;0,029;-;-
01/09/2021 19:00;Quarta;Ponta;0,026;-;-
01/09/2021 19:15;Quarta;Ponta;0,024;-;-
01/09/2021 19:30;Quarta;Ponta;0,023;0,213;0,239
01/09/2021 19:45;Quarta;Ponta;0,023;-;-
01/09/2021 20:00;Quarta;Ponta;0,028;-;-
01/09/2021 20:15;Quarta;Ponta;0,025;-;-
01/09/2021 20:30;Quarta;Ponta;0,026;0,22;0,245
01/09/2021 20:45;Quarta;Fora Ponta;0,03;-;-
01/09/2021 21:00;Quarta;Fora Ponta;0,224;-;-
01/09/2021 21:15;Quarta;Fora Ponta;0,245;-;-
01/09/2021 21:30;Quarta;Fora Ponta;0,355;0,067;0,281
01/09/2021 21:45;Quarta;Fora Ponta;0,386;-;-
01/09/2021 22:00;Quarta;Fora Ponta;0,736;-;-
01/09/2021 22:15;Quarta;Fora Ponta;0,851;-;-
01/09/2021 22:30;Quarta;Fora Ponta;1,021;0,008;0,756
01/09/2021 22:45;Quarta;Fora Ponta;1,02;-;-
01/09/2021 23:00;Quarta;Fora Ponta;0,976;-;-
01/09/2021 23:15;Quarta;Fora Ponta;0,934;-;-
01/09/2021 23:30;Quarta;Fora Ponta;0,97;0,001;0,976
01/09/2021 23:45;Quarta;Fora Ponta;0,827;-;-
02/09/2021 00:00;Quinta;Fora Ponta;0,684;-;-
02/09/2021 00:15;Quinta;Fora Ponta;0,947;-;-
02/09/2021 00:30;Quinta;Fora Ponta;0,948;0;0
02/09/2021 00:45;Quinta;Fora Ponta;0,924;-;-
02/09/2021 01:00;Quinta;Fora Ponta;0,961;-;-
02/09/2021 01:15;Quinta;Fora Ponta;0,678;-;-
02/09/2021 01:30;Quinta;Fora Ponta;0,43;0;0
02/09/2021 01:45;Quinta;Fora Ponta;0,594;-;-
02/09/2021 02:00;Quinta;Fora Ponta;0,816;-;-
02/09/2021 02:15;Quinta;Fora Ponta;0,784;-;-
02/09/2021 02:30;Quinta;Fora Ponta;0,773;0;0
02/09/2021 02:45;Quinta;Fora Ponta;0,838;-;-
02/09/2021 03:00;Quinta;Fora Ponta;0,919;-;-
02/09/2021 03:15;Quinta;Fora Ponta;0,793;-;-
02/09/2021 03:30;Quinta;Fora Ponta;0,79;0;0
02/09/2021 03:45;Quinta;Fora Ponta;0,73;-;-
02/09/2021 04:00;Quinta;Fora Ponta;0,634;-;-
02/09/2021 04:15;Quinta;Fora Ponta;0,632;-;-
02/09/2021 04:30;Quinta;Fora Ponta;0,613;0;0
02/09/2021 04:45;Quinta;Fora Ponta;0,63;-;-
02/09/2021 05:00;Quinta;Fora Ponta;0,775;-;-
02/09/2021 05:15;Quinta;Fora Ponta;0,68;-;-
02/09/2021 05:30;Quinta;Fora Ponta;0,766;0;0
02/09/2021 05:45;Quinta;Fora Ponta;0,791;-;-
02/09/2021 06:00;Quinta;Fora Ponta;0,743;-;-
02/09/2021 06:15;Quinta;Fora Ponta;0,72;-;-
02/09/2021 06:30;Quinta;Fora Ponta;0,628;0,05;0,771
02/09/2021 06:45;Quinta;Fora Ponta;0,676;-;-
02/09/2021 07:00;Quinta;Fora Ponta;0,529;-;-
02/09/2021 07:15;Quinta;Fora Ponta;0,448;-;-
02/09/2021 07:30;Quinta;Fora Ponta;0,503;0,11;0,648
02/09/2021 07:45;Quinta;Fora Ponta;0,595;-;-
02/09/2021 08:00;Quinta;Fora Ponta;0,701;-;-
02/09/2021 08:15;Quinta;Fora Ponta;0,625;-;-
02/09/2021 08:30;Quinta;Fora Ponta;0,248;0,086;0,628
02/09/2021 08:45;Quinta;Fora Ponta;0,247;-;-
02/09/2021 09:00;Quinta;Fora Ponta;0,313;-;-
02/09/2021 09:15;Quinta;Fora Ponta;0,367;-;-
02/09/2021 09:30;Quinta;Fora Ponta;0,356;0,051;0,372
02/09/2021 09:45;Quinta;Fora Ponta;0,344;-;-
02/09/2021 10:00;Quinta;Fora Ponta;0,594;-;-
02/09/2021 10:15;Quinta;Fora Ponta;0,778;-;-
02/09/2021 10:30;Quinta;Fora Ponta;0,77;0,037;0,658
02/09/2021 10:45;Quinta;Fora Ponta;0,709;-;-
02/09/2021 11:00;Quinta;Fora Ponta;0,683;-;-
02/09/2021 11:15;Quinta;Fora Ponta;0,689;-;-
02/09/2021 11:30;Quinta;Fora Ponta;0,722;0,049;0,75
02/09/2021 11:45;Quinta;Fora Ponta;0,556;-;-
02/09/2021 12:00;Quinta;Fora Ponta;0,5;-;-
02/09/2021 12:15;Quinta;Fora Ponta;0,62;-;-
02/09/2021 12:30;Quinta;Fora Ponta;0,698;0,08;0,673
02/09/2021 12:45;Quinta;Fora Ponta;0,689;-;-
02/09/2021 13:00;Quinta;Fora Ponta;0,853;-;-
02/09/2021 13:15;Quinta;Fora Ponta;0,662;-;-
02/09/2021 13:30;Quinta;Fora Ponta;0,76;0,039;0,78
02/09/2021 13:45;Quinta;Fora Ponta;0,757;-;-
02/09/2021 14:00;Quinta;Fora Ponta;0,634;-;-
02/09/2021 14:15;Quinta;Fora Ponta;0,588;-;-
02/09/2021 14:30;Quinta;Fora Ponta;0,509;0,061;0,683
02/09/2021 14:45;Quinta;Fora Ponta;0,464;-;-
02/09/2021 15:00;Quinta;Fora Ponta;0,466;-;-
02/09/2021 15:15;Quinta;Fora Ponta;0,638;-;-
02/09/2021 15:30;Quinta;Fora Ponta;0,792;0,065;0,655
02/09/2021 15:45;Quinta;Fora Ponta;0,683;-;-
02/09/2021 16:00;Quinta;Fora Ponta;0,721;-;-
02/09/2021 16:15;Quinta;Fora Ponta;0,745;-;-
02/09/2021 16:30;Quinta;Fora Ponta;0,528;0,053;0,722
02/09/2021 16:45;Quinta;Fora Ponta;0,716;-;-
02/09/2021 17:00;Quinta;Fora Ponta;0,419;-;-
02/09/2021 17:15;Quinta;Fora Ponta;0,064;-;-
02/09/2021 17:30;Quinta;Fora Ponta;0,036;0,144;0,453
02/09/2021 17:45;Quinta;Ponta;0,03;-;-
02/09/2021 18:00;Quinta;Ponta;0,03;-;-
02/09/2021 18:15;Quinta;Ponta;0,029;-;-
02/09/2021 18:30;Quinta;Ponta;0,028;0,188;0,217
02/09/2021 18:45;Quinta;Ponta;0,026;-;-
02/09/2021 19:00;Quinta;Ponta;0,024;-;-
02/09/2021 19:15;Quinta;Ponta;0,026;-;-
02/09/2021 19:30;Quinta;Ponta;0,026;0,165;0,191
02/09/2021 19:45;Quinta;Ponta;0,025;-;-
02/09/2021 20:00;Quinta;Ponta;0,024;-;-
02/09/2021 20:15;Quinta;Ponta;0,029;-;-
02/09/2021 20:30;Quinta;Ponta;0,028;0,161;0,187
02/09/2021 20:45;Quinta;Fora Ponta;0,034;-;-
02/09/2021 21:00;Quinta;Fora Ponta;0,455;-;-
02/09/2021 21:15;Quinta;Fora Ponta;0,616;-;-
02/09/2021 21:30;Quinta;Fora Ponta;0,586;0,017;0,439
02/09/2021 21:45;Quinta;Fora Ponta;0,455;-;-
02/09/2021 22:00;Quinta;Fora Ponta;0,493;-;-
02/09/2021 22:15;Quinta;Fora Ponta;0,517;-;-
02/09/2021 22:30;Quinta;Fora Ponta;0,521;0,006;0,503
02/09/2021 22:45;Quinta;Fora Ponta;0,545;-;-
02/09/2021 23:00;Quinta;Fora Ponta;0,686;-;-
02/09/2021 23:15;Quinta;Fora Ponta;0,701;-;-
02/09/2021 23:30;Quinta;Fora Ponta;0,646;0,027;0,671
02/09/2021 23:45;Quinta;Fora Ponta;0,634;-;-
03/09/2021 00:00;Sexta;Fora Ponta;0,874;-;-
03/09/2021 00:15;Sexta;Fora Ponta;0,578;-;-
03/09/2021 00:30;Sexta;Fora Ponta;0,816;0;0
03/09/2021 00:45;Sexta;Fora Ponta;0,713;-;-
03/09/2021 01:00;Sexta;Fora Ponta;0,74;-;-
03/09/2021 01:15;Sexta;Fora Ponta;0,798;-;-
03/09/2021 01:30;Sexta;Fora Ponta;0,809;0;0
03/09/2021 01:45;Sexta;Fora Ponta;0,622;-;-
03/09/2021 02:00;Sexta;Fora Ponta;0,656;-;-
03/09/2021 02:15;Sexta;Fora Ponta;0,635;-;-
03/09/2021 02:30;Sexta;Fora Ponta;0,605;0;0
03/09/2021 02:45;Sexta;Fora Ponta;0,7;-;-
03/09/2021 03:00;Sexta;Fora Ponta;0,948;-;-
03/09/2021 03:15;Sexta;Fora Ponta;0,88;-;-
03/09/2021 03:30;Sexta;Fora Ponta;0,832;0;0
03/09/2021 03:45;Sexta;Fora Ponta;0,649;-;-
03/09/2021 04:00;Sexta;Fora Ponta;0,47;-;-
03/09/2021 04:15;Sexta;Fora Ponta;0,595;-;-
03/09/2021 04:30;Sexta;Fora Ponta;0,529;0;0
03/09/2021 04:45;Sexta;Fora Ponta;0,48;-;-
03/09/2021 05:00;Sexta;Fora Ponta;0,57;-;-
03/09/2021 05:15;Sexta;Fora Ponta;0,43;-;-
03/09/2021 05:30;Sexta;Fora Ponta;0,376;0;0
03/09/2021 05:45;Sexta;Fora Ponta;0,371;-;-
03/09/2021 06:00;Sexta;Fora Ponta;0,352;-;-
03/09/2021 06:15;Sexta;Fora Ponta;0,239;-;-
03/09/2021 06:30;Sexta;Fora Ponta;0,348;0,078;0,405
03/09/2021 06:45;Sexta;Fora Ponta;0,294;-;-
03/09/2021 07:00;Sexta;Fora Ponta;0,466;-;-
03/09/2021 07:15;Sexta;Fora Ponta;0,754;-;-
03/09/2021 07:30;Sexta;Fora Ponta;0,613;0,086;0,618
03/09/2021 07:45;Sexta;Fora Ponta;0,48;-;-
03/09/2021 08:00;Sexta;Fora Ponta;0,661;-;-
03/09/2021 08:15;Sexta;Fora Ponta;0,587;-;-
03/09/2021 08:30;Sexta;Fora Ponta;0,368;0,085;0,609
03/09/2021 08:45;Sexta;Fora Ponta;0,427;-;-
03/09/2021 09:00;Sexta;Fora Ponta;0,408;-;-
03/09/2021 09:15;Sexta;Fora Ponta;0,422;-;-
03/09/2021 09:30;Sexta;Fora Ponta;0,436;0,033;0,456
03/09/2021 09:45;Sexta;Fora Ponta;0,295;-;-
03/09/2021 10:00;Sexta;Fora Ponta;0,053;-;-
03/09/2021 10:15;Sexta;Fora Ponta;0,041;-;-
03/09/2021 10:30;Sexta;Fora Ponta;0,042;0,235;0,343
03/09/2021 10:45;Sexta;Fora Ponta;0,04;-;-
03/09/2021 11:00;Sexta;Fora Ponta;0,04;-;-
03/09/2021 11:15;Sexta;Fora Ponta;0,186;-;-
03/09/2021 11:30;Sexta;Fora Ponta;0,403;0,28;0,447
03/09/2021 11:45;Sexta;Fora Ponta;0,382;-;-
03/09/2021 12:00;Sexta;Fora Ponta;0,384;-;-
03/09/2021 12:15;Sexta;Fora Ponta;0,46;-;-
03/09/2021 12:30;Sexta;Fora Ponta;0,503;0,233;0,665
03/09/2021 12:45;Sexta;Fora Ponta;0,523;-;-
03/09/2021 13:00;Sexta;Fora Ponta;0,541;-;-
03/09/2021 13:15;Sexta;Fora Ponta;0,528;-;-
03/09/2021 13:30;Sexta;Fora Ponta;0,486;0,184;0,703
03/09/2021 13:45;Sexta;Fora Ponta;0,516;-;-
03/09/2021 14:00;Sexta;Fora Ponta;0,521;-;-
03/09/2021 14:15;Sexta;Fora Ponta;0,611;-;-
03/09/2021 14:30;Sexta;Fora Ponta;0,59;0,149;0,709
03/09/2021 14:45;Sexta;Fora Ponta;0,516;-;-
03/09/2021 15:00;Sexta;Fora Ponta;0,404;-;-
03/09/2021 15:15;Sexta;Fora Ponta;0,497;-;-
03/09/2021 15:30;Sexta;Fora Ponta;0,629;0,045;0,557
03/09/2021 15:45;Sexta;Fora Ponta;0,577;-;-
03/09/2021 16:00;Sexta;Fora Ponta;0,544;-;-
03/09/2021 16:15;Sexta;Fora Ponta;0,522;-;-
03/09/2021 16:30;Sexta;Fora Ponta;0,521;0,027;0,568
03/09/2021 16:45;Sexta;Fora Ponta;0,558;-;-
03/09/2021 17:00;Sexta;Fora Ponta;0,565;-;-
03/09/2021 17:15;Sexta;Fora Ponta;0,476;-;-
03/09/2021 17:30;Sexta;Fora Ponta;0,305;0,057;0,534
03/09/2021 17:45;Sexta;Ponta;0,036;-;-
03/09/2021 18:00;Sexta;Ponta;0,029;-;-
03/09/2021 18:15;Sexta;Ponta;0,032;-;-
03/09/2021 18:30;Sexta;Ponta;0,028;0,202;0,234
03/09/2021 18:45;Sexta;Ponta;0,026;-;-
03/09/2021 19:00;Sexta;Ponta;0,025;-;-
03/09/2021 19:15;Sexta;Ponta;0,026;-;-
03/09/2021 19:30;Sexta;Ponta;0,028;0,182;0,208
03/09/2021 19:45;Sexta;Ponta;0,023;-;-
03/09/2021 20:00;Sexta;Ponta;0,022;-;-
03/09/2021 20:15;Sexta;Ponta;0,023;-;-
03/09/2021 20:30;Sexta;Ponta;0,022;0,168;0,19
03/09/2021 20:45;Sexta;Fora Ponta;0,024;-;-
03/09/2021 21:00;Sexta;Fora Ponta;0,078;-;-
03/09/2021 21:15;Sexta;Fora Ponta;0,179;-;-
03/09/2021 21:30;Sexta;Fora Ponta;0,176;0,091;0,205
03/09/2021 21:45;Sexta;Fora Ponta;0,414;-;-
03/09/2021 22:00;Sexta;Fora Ponta;0,466;-;-
03/09/2021 22:15;Sexta;Fora Ponta;0,478;-;-
03/09/2021 22:30;Sexta;Fora Ponta;0,552;0,005;0,482
03/09/2021 22:45;Sexta;Fora Ponta;0,769;-;-
03/09/2021 23:00;Sexta;Fora Ponta;0,677;-;-
03/09/2021 23:15;Sexta;Fora Ponta;0,655;-;-
03/09/2021 23:30;Sexta;Fora Ponta;0,769;0,004;0,722
03/09/2021 23:45;Sexta;Fora Ponta;0,784;-;-
04/09/2021 00:00;Sábado;Fora Ponta;0,793;-;-
04/09/2021 00:15;Sábado;Fora Ponta;0,737;-;-
04/09/2021 00:30;Sábado;Fora Ponta;0,642;0;0
04/09/2021 00:45;Sábado;Fora Ponta;0,74;-;-
04/09/2021 01:00;Sábado;Fora Ponta;0,764;-;-
04/09/2021 01:15;Sábado;Fora Ponta;0,662;-;-
04/09/2021 01:30;Sábado;Fora Ponta;0,535;0;0
04/09/2021 01:45;Sábado;Fora Ponta;0,53;-;-
04/09/2021 02:00;Sábado;Fora Ponta;0,378;-;-
04/09/2021 02:15;Sábado;Fora Ponta;0,394;-;-
04/09/2021 02:30;Sábado;Fora Ponta;0,37;0;0
04/09/2021 02:45;Sábado;Fora Ponta;0,36;-;-
04/09/2021 03:00;Sábado;Fora Ponta;0,118;-;-
04/09/2021 03:15;Sábado;Fora Ponta;0,196;-;-
04/09/2021 03:30;Sábado;Fora Ponta;0,383;0;0
04/09/2021 03:45;Sábado;Fora Ponta;0,372;-;-
04/09/2021 04:00;Sábado;Fora Ponta;0,366;-;-
04/09/2021 04:15;Sábado;Fora Ponta;0,371;-;-
04/09/2021 04:30;Sábado;Fora Ponta;0,42;0;0
04/09/2021 04:45;Sábado;Fora Ponta;0,5;-;-
04/09/2021 05:00;Sábado;Fora Ponta;0,659;-;-
04/09/2021 05:15;Sábado;Fora Ponta;0,757;-;-
04/09/2021 05:30;Sábado;Fora Ponta;0,802;0;0
04/09/2021 05:45;Sábado;Fora Ponta;0,761;-;-
04/09/2021 06:00;Sábado;Fora Ponta;0,725;-;-
04/09/2021 06:15;Sábado;Fora Ponta;0,73;-;-
04/09/2021 06:30;Sábado;Fora Ponta;0,67;0,159;0,88
04/09/2021 06:45;Sábado;Fora Ponta;0,596;-;-
04/09/2021 07:00;Sábado;Fora Ponta;0,39;-;-
04/09/2021 07:15;Sábado;Fora Ponta;0,384;-;-
04/09/2021 07:30;Sábado;Fora Ponta;0,353;0,22;0,651
04/09/2021 07:45;Sábado;Fora Ponta;0,259;-;-
04/09/2021 08:00;Sábado;Fora Ponta;0,281;-;-
04/09/2021 08:15;Sábado;Fora Ponta;0,324;-;-
04/09/2021 08:30;Sábado;Fora Ponta;0,292;0,225;0,514
04/09/2021 08:45;Sábado;Fora Ponta;0,356;-;-
04/09/2021 09:00;Sábado;Fora Ponta;0,292;-;-
04/09/2021 09:15;Sábado;Fora Ponta;0,302;-;-
04/09/2021 09:30;Sábado;Fora Ponta;0,376;0,173;0,504
04/09/2021 09:45;Sábado;Fora Ponta;0,404;-;-
04/09/2021 10:00;Sábado;Fora Ponta;0,53;-;-
04/09/2021 10:15;Sábado;Fora Ponta;0,509;-;-
04/09/2021 10:30;Sábado;Fora Ponta;0,516;0,105;0,595
04/09/2021 10:45;Sábado;Fora Ponta;0,338;-;-
04/09/2021 11:00;Sábado;Fora Ponta;0,41;-;-
04/09/2021 11:15;Sábado;Fora Ponta;0,451;-;-
04/09/2021 11:30;Sábado;Fora Ponta;0,356;0,045;0,434
04/09/2021 11:45;Sábado;Fora Ponta;0,232;-;-
04/09/2021 12:00;Sábado;Fora Ponta;0,427;-;-
04/09/2021 12:15;Sábado;Fora Ponta;0,319;-;-
04/09/2021 12:30;Sábado;Fora Ponta;0,565;0,065;0,451
04/09/2021 12:45;Sábado;Fora Ponta;0,58;-;-
04/09/2021 13:00;Sábado;Fora Ponta;0,521;-;-
04/09/2021 13:15;Sábado;Fora Ponta;0,648;-;-
04/09/2021 13:30;Sábado;Fora Ponta;0,583;0,034;0,617
04/09/2021 13:45;Sábado;Fora Ponta;0,65;-;-
04/09/2021 14:00;Sábado;Fora Ponta;0,512;-;-
04/09/2021 14:15;Sábado;Fora Ponta;0,619;-;-
04/09/2021 14:30;Sábado;Fora Ponta;0,678;0,027;0,642
04/09/2021 14:45;Sábado;Fora Ponta;0,559;-;-
04/09/2021 15:00;Sábado;Fora Ponta;0,356;-;-
04/09/2021 15:15;Sábado;Fora Ponta;0,35;-;-
04/09/2021 15:30;Sábado;Fora Ponta;0,337;0,056;0,457
04/09/2021 15:45;Sábado;Fora Ponta;0,461;-;-
04/09/2021 16:00;Sábado;Fora Ponta;0,526;-;-
04/09/2021 16:15;Sábado;Fora Ponta;0,522;-;-
04/09/2021 16:30;Sábado;Fora Ponta;0,455;0,026;0,517
04/09/2021 16:45;Sábado;Fora Ponta;0,458;-;-
04/09/2021 17:00;Sábado;Fora Ponta;0,353;-;-
04/09/2021 17:15;Sábado;Fora Ponta;0,319;-;-
04/09/2021 17:30;Sábado;Fora Ponta;0,306;0,038;0,398
04/09/2021 17:45;Sábado;Fora Ponta;0,241;-;-
04/09/2021 18:00;Sábado;Fora Ponta;0,205;-;-
04/09/2021 18:15;Sábado;Fora Ponta;0,061;-;-
04/09/2021 18:30;Sábado;Fora Ponta;0,023;0,071;0,203
04/09/2021 18:45;Sábado;Fora Ponta;0,028;-;-
04/09/2021 19:00;Sábado;Fora Ponta;0,029;-;-
04/09/2021 19:15;Sábado;Fora Ponta;0,029;-;-
04/09/2021 19:30;Sábado;Fora Ponta;0,028;0,199;0,227
04/09/2021 19:45;Sábado;Fora Ponta;0,028;-;-
04/09/2021 20:00;Sábado;Fora Ponta;0,029;-;-
04/09/2021 20:15;Sábado;Fora Ponta;0,029;-;-
04/09/2021 20:30;Sábado;Fora Ponta;0,026;0,198;0,226
04/09/2021 20:45;Sábado;Fora Ponta;0,026;-;-
04/09/2021 21:00;Sábado;Fora Ponta;0,025;-;-
04/09/2021 21:15;Sábado;Fora Ponta;0,025;-;-
04/09/2021 21:30;Sábado;Fora Ponta;0,026;0,192;0,218
04/09/2021 21:45;Sábado;Fora Ponta;0,026;-;-
04/09/2021 22:00;Sábado;Fora Ponta;0,028;-;-
04/09/2021 22:15;Sábado;Fora Ponta;0,049;-;-
04/09/2021 22:30;Sábado;Fora Ponta;0,268;0,131;0,224
04/09/2021 22:45;Sábado;Fora Ponta;0,229;-;-
04/09/2021 23:00;Sábado;Fora Ponta;0,109;-;-
04/09/2021 23:15;Sábado;Fora Ponta;0,035;-;-
04/09/2021 23:30;Sábado;Fora Ponta;0,089;0,087;0,203
04/09/2021 23:45;Sábado;Fora Ponta;0,3;-;-
05/09/2021 00:00;Domingo;Fora Ponta;0,284;-;-
05/09/2021 00:15;Domingo;Fora Ponta;0,312;-;-
05/09/2021 00:30;Domingo;Fora Ponta;0,371;0;0
05/09/2021 00:45;Domingo;Fora Ponta;0,266;-;-
05/09/2021 01:00;Domingo;Fora Ponta;0,329;-;-
05/09/2021 01:15;Domingo;Fora Ponta;0,398;-;-
05/09/2021 01:30;Domingo;Fora Ponta;0,346;0;0
05/09/2021 01:45;Domingo;Fora Ponta;0,386;-;-
05/09/2021 02:00;Domingo;Fora Ponta;0,397;-;-
05/09/2021 02:15;Domingo;Fora Ponta;0,385;-;-
05/09/2021 02:30;Domingo;Fora Ponta;0,306;0;0
05/09/2021 02:45;Domingo;Fora Ponta;0,331;-;-
05/09/2021 03:00;Domingo;Fora Ponta;0,302;-;-
05/09/2021 03:15;Domingo;Fora Ponta;0,313;-;-
05/09/2021 03:30;Domingo;Fora Ponta;0,334;0;0
05/09/2021 03:45;Domingo;Fora Ponta;0,222;-;-
05/09/2021 04:00;Domingo;Fora Ponta;0,304;-;-
05/09/2021 04:15;Domingo;Fora Ponta;0,294;-;-
05/09/2021 04:30;Domingo;Fora Ponta;0,269;0;0
05/09/2021 04:45;Domingo;Fora Ponta;0,22;-;-
05/09/2021 05:00;Domingo;Fora Ponta;0,335;-;-
05/09/2021 05:15;Domingo;Fora Ponta;0,395;-;-
05/09/2021 05:30;Domingo;Fora Ponta;0,52;0;0
05/09/2021 05:45;Domingo;Fora Ponta;0,505;-;-
05/09/2021 06:00;Domingo;Fora Ponta;0,491;-;-
05/09/2021 06:15;Domingo;Fora Ponta;0,43;-;-
05/09/2021 06:30;Domingo;Fora Ponta;0,442;0,035;0,502
05/09/2021 06:45;Domingo;Fora Ponta;0,529;-;-
05/09/2021 07:00;Domingo;Fora Ponta;0,54;-;-
05/09/2021 07:15;Domingo;Fora Ponta;0,529;-;-
05/09/2021 07:30;Domingo;Fora Ponta;0,265;0,023;0,489
05/09/2021 07:45;Domingo;Fora Ponta;0,036;-;-
05/09/2021 08:00;Domingo;Fora Ponta;0,032;-;-
05/09/2021 08:15;Domingo;Fora Ponta;0,024;-;-
05/09/2021 08:30;Domingo;Fora Ponta;0,024;0,201;0,23
05/09/2021 08:45;Domingo;Fora Ponta;0,024;-;-
05/09/2021 09:00;Domingo;Fora Ponta;0,032;-;-
05/09/2021 09:15;Domingo;Fora Ponta;0,034;-;-
05/09/2021 09:30;Domingo;Fora Ponta;0,031;0,197;0,227
05/09/2021 09:45;Domingo;Fora Ponta;0,133;-;-
05/09/2021 10:00;Domingo;Fora Ponta;0,029;-;-
05/09/2021 10:15;Domingo;Fora Ponta;0,019;-;-
05/09/2021 10:30;Domingo;Fora Ponta;0,022;0,183;0,234
05/09/2021 10:45;Domingo;Fora Ponta;0,038;-;-
05/09/2021 11:00;Domingo;Fora Ponta;0,199;-;-
05/09/2021 11:15;Domingo;Fora Ponta;0,628;-;-
05/09/2021 11:30;Domingo;Fora Ponta;0,539;0,064;0,415
