Data;Dia;Postos horários;kW fornecido;UFER;DMCR
17/10/2021 10:15;Domingo;Fora Ponta;0,028;-;-
17/10/2021 10:30;Domingo;Fora Ponta;0,028;0,287;0,315
17/10/2021 10:45;Domingo;Fora Ponta;0,026;-;-
17/10/2021 11:00;Domingo;Fora Ponta;0,028;-;-
17/10/2021 11:15;Domingo;Fora Ponta;0,025;-;-
17/10/2021 11:30;Domingo;Fora Ponta;0,025;0,28;0,306
17/10/2021 11:45;Domingo;Fora Ponta;0,026;-;-
17/10/2021 12:00;Domingo;Fora Ponta;0,026;-;-
17/10/2021 12:15;Domingo;Fora Ponta;0,026;-;-
17/10/2021 12:30;Domingo;Fora Ponta;0,026;0,283;0,309
17/10/2021 12:45;Domingo;Fora Ponta;0,025;-;-
17/10/2021 13:00;Domingo;Fora Ponta;0,025;-;-
17/10/2021 13:15;Domingo;Fora Ponta;0,026;-;-
17/10/2021 13:30;Domingo;Fora Ponta;0,026;0,267;0,293
17/10/2021 13:45;Domingo;Fora Ponta;0,025;-;-
17/10/2021 14:00;Domingo;Fora Ponta;0,028;-;-
17/10/2021 14:15;Domingo;Fora Ponta;0,026;-;-
17/10/2021 14:30;Domingo;Fora Ponta;0,025;0,233;0,259
17/10/2021 14:45;Domingo;Fora Ponta;0,025;-;-
17/10/2021 15:00;Domingo;Fora Ponta;0,026;-;-
17/10/2021 15:15;Domingo;Fora Ponta;0,024;-;-
17/10/2021 15:30;Domingo;Fora Ponta;0,025;0,207;0,232
17/10/2021 15:45;Domingo;Fora Ponta;0,024;-;-
17/10/2021 16:00;Domingo;Fora Ponta;0,024;-;-
17/10/2021 16:15;Domingo;Fora Ponta;0,025;-;-
17/10/2021 16:30;Domingo;Fora Ponta;0,024;0,21;0,235
17/10/2021 16:45;Domingo;Fora Ponta;0,024;-;-
17/10/2021 17:00;Domingo;Fora Ponta;0,026;-;-
17/10/2021 17:15;Domingo;Fora Ponta;0,028;-;-
17/10/2021 17:30;Domingo;Fora Ponta;0,024;0,208;0,233
17/10/2021 17:45;Domingo;Fora Ponta;0,025;-;-
17/10/2021 18:00;Domingo;Fora Ponta;0,026;-;-
17/10/2021 18:15;Domingo;Fora Ponta;0,025;-;-
17/10/2021 18:30;Domingo;Fora Ponta;0,025;0,188;0,214
17/10/2021 18:45;Domingo;Fora Ponta;0,023;-;-
17/10/2021 19:00;Domingo;Fora Ponta;0,023;-;-
17/10/2021 19:15;Domingo;Fora Ponta;0,023;-;-
17/10/2021 19:30;Domingo;Fora Ponta;0,023;0,169;0,192
17/10/2021 19:45;Domingo;Fora Ponta;0,023;-;-
17/10/2021 20:00;Domingo;Fora Ponta;0,023;-;-
17/10/2021 20:15;Domingo;Fora Ponta;0,022;-;-
17/10/2021 20:30;Domingo;Fora Ponta;0,023;0,169;0,191
17/10/2021 20:45;Domingo;Fora Ponta;0,023;-;-
17/10/2021 21:00;Domingo;Fora Ponta;0,023;-;-
17/10/2021 21:15;Domingo;Fora Ponta;0,025;-;-
17/10/2021 21:30;Domingo;Fora Ponta;0,024;0,171;0,194
17/10/2021 21:45;Domingo;Fora Ponta;0,023;-;-
17/10/2021 22:00;Domingo;Fora Ponta;0,023;-;-
17/10/2021 22:15;Domingo;Fora Ponta;0,023;-;-
17/10/2021 22:30;Domingo;Fora Ponta;0,024;0,173;0,196
17/10/2021 22:45;Domingo;Fora Ponta;0,024;-;-
17/10/2021 23:00;Domingo;Fora Ponta;0,023;-;-
17/10/2021 23:15;Domingo;Fora Ponta;0,024;-;-
17/10/2021 23:30;Domingo;Fora Ponta;0,024;0,177;0,201
17/10/2021 23:45;Domingo;Fora Ponta;0,024;-;-
18/10/2021 00:00;Segunda;Fora Ponta;0,023;-;-
18/10/2021 00:15;Segunda;Fora Ponta;0,024;-;-
18/10/2021 00:30;Segunda;Fora Ponta;0,024;0;0
18/10/2021 00:45;Segunda;Fora Ponta;0,023;-;-
18/10/2021 01:00;Segunda;Fora Ponta;0,023;-;-
18/10/2021 01:15;Segunda;Fora Ponta;0,023;-;-
18/10/2021 01:30;Segunda;Fora Ponta;0,022;0;0
18/10/2021 01:45;Segunda;Fora Ponta;0,023;-;-
18/10/2021 02:00;Segunda;Fora Ponta;0,022;-;-
18/10/2021 02:15;Segunda;Fora Ponta;0,023;-;-
18/10/2021 02:30;Segunda;Fora Ponta;0,022;0;0
18/10/2021 02:45;Segunda;Fora Ponta;0,023;-;-
18/10/2021 03:00;Segunda;Fora Ponta;0,023;-;-
18/10/2021 03:15;Segunda;Fora Ponta;0,023;-;-
18/10/2021 03:30;Segunda;Fora Ponta;0,023;0;0
18/10/2021 03:45;Segunda;Fora Ponta;0,024;-;-
18/10/2021 04:00;Segunda;Fora Ponta;0,024;-;-
18/10/2021 04:15;Segunda;Fora Ponta;0,023;-;-
18/10/2021 04:30;Segunda;Fora Ponta;0,022;0;0
18/10/2021 04:45;Segunda;Fora Ponta;0,022;-;-
18/10/2021 05:00;Segunda;Fora Ponta;0,024;-;-
18/10/2021 05:15;Segunda;Fora Ponta;0,022;-;-
18/10/2021 05:30;Segunda;Fora Ponta;0,023;0;0
18/10/2021 05:45;Segunda;Fora Ponta;0,023;-;-
18/10/2021 06:00;Segunda;Fora Ponta;0,023;-;-
18/10/2021 06:15;Segunda;Fora Ponta;0,022;-;-
18/10/2021 06:30;Segunda;Fora Ponta;0,022;0,215;0,237
18/10/2021 06:45;Segunda;Fora Ponta;0,024;-;-
18/10/2021 07:00;Segunda;Fora Ponta;0,024;-;-
18/10/2021 07:15;Segunda;Fora Ponta;0,028;-;-
18/10/2021 07:30;Segunda;Fora Ponta;0,029;0,212;0,238
18/10/2021 07:45;Segunda;Fora Ponta;0,09;-;-
18/10/2021 08:00;Segunda;Fora Ponta;0,172;-;-
18/10/2021 08:15;Segunda;Fora Ponta;0,286;-;-
18/10/2021 08:30;Segunda;Fora Ponta;0,295;0,086;0,297
18/10/2021 08:45;Segunda;Fora Ponta;0,312;-;-
18/10/2021 09:00;Segunda;Fora Ponta;0,361;-;-
18/10/2021 09:15;Segunda;Fora Ponta;0,304;-;-
18/10/2021 09:30;Segunda;Fora Ponta;0,304;0,048;0,368
18/10/2021 09:45;Segunda;Fora Ponta;0,294;-;-
18/10/2021 10:00;Segunda;Fora Ponta;0,301;-;-
18/10/2021 10:15;Segunda;Fora Ponta;0,301;-;-
18/10/2021 10:30;Segunda;Fora Ponta;0,281;0,035;0,33
18/10/2021 10:45;Segunda;Fora Ponta;0,311;-;-
18/10/2021 11:00;Segunda;Fora Ponta;0,314;-;-
18/10/2021 11:15;Segunda;Fora Ponta;0,298;-;-
18/10/2021 11:30;Segunda;Fora Ponta;0,55;0,034;0,402
18/10/2021 11:45;Segunda;Fora Ponta;0,529;-;-
18/10/2021 12:00;Segunda;Fora Ponta;0,568;-;-
18/10/2021 12:15;Segunda;Fora Ponta;0,548;-;-
18/10/2021 12:30;Segunda;Fora Ponta;0,649;0,025;0,598
18/10/2021 12:45;Segunda;Fora Ponta;0,629;-;-
18/10/2021 13:00;Segunda;Fora Ponta;0,436;-;-
18/10/2021 13:15;Segunda;Fora Ponta;0,434;-;-
18/10/2021 13:30;Segunda;Fora Ponta;0,542;0,02;0,53
18/10/2021 13:45;Segunda;Fora Ponta;0,538;-;-
18/10/2021 14:00;Segunda;Fora Ponta;0,68;-;-
18/10/2021 14:15;Segunda;Fora Ponta;0,553;-;-
18/10/2021 14:30;Segunda;Fora Ponta;0,575;0,026;0,612
18/10/2021 14:45;Segunda;Fora Ponta;0,445;-;-
18/10/2021 15:00;Segunda;Fora Ponta;0,439;-;-
18/10/2021 15:15;Segunda;Fora Ponta;0,509;-;-
18/10/2021 15:30;Segunda;Fora Ponta;0,42;0,059;0,512
18/10/2021 15:45;Segunda;Fora Ponta;0,41;-;-
18/10/2021 16:00;Segunda;Fora Ponta;0,473;-;-
18/10/2021 16:15;Segunda;Fora Ponta;0,488;-;-
18/10/2021 16:30;Segunda;Fora Ponta;0,653;0,035;0,542
18/10/2021 16:45;Segunda;Fora Ponta;0,629;-;-
18/10/2021 17:00;Segunda;Fora Ponta;0,62;-;-
18/10/2021 17:15;Segunda;Fora Ponta;0,137;-;-
18/10/2021 17:30;Segunda;Fora Ponta;0,042;0,042;0,399
18/10/2021 17:45;Segunda;Ponta;0,029;-;-
18/10/2021 18:00;Segunda;Ponta;0,03;-;-
18/10/2021 18:15;Segunda;Ponta;0,03;-;-
18/10/2021 18:30;Segunda;Ponta;0,026;0,192;0,221
18/10/2021 18:45;Segunda;Ponta;0,024;-;-
18/10/2021 19:00;Segunda;Ponta;0,025;-;-
18/10/2021 19:15;Segunda;Ponta;0,025;-;-
18/10/2021 19:30;Segunda;Ponta;0,024;0,19;0,215
18/10/2021 19:45;Segunda;Ponta;0,025;-;-
18/10/2021 20:00;Segunda;Ponta;0,026;-;-
18/10/2021 20:15;Segunda;Ponta;0,026;-;-
18/10/2021 20:30;Segunda;Ponta;0,026;0,191;0,217
18/10/2021 20:45;Segunda;Fora Ponta;0,058;-;-
18/10/2021 21:00;Segunda;Fora Ponta;0,125;-;-
18/10/2021 21:15;Segunda;Fora Ponta;0,136;-;-
18/10/2021 21:30;Segunda;Fora Ponta;0,278;0,133;0,282
18/10/2021 21:45;Segunda;Fora Ponta;0,289;-;-
18/10/2021 22:00;Segunda;Fora Ponta;0,278;-;-
18/10/2021 22:15;Segunda;Fora Ponta;0,295;-;-
18/10/2021 22:30;Segunda;Fora Ponta;0,259;0,075;0,355
18/10/2021 22:45;Segunda;Fora Ponta;0,42;-;-
18/10/2021 23:00;Segunda;Fora Ponta;0,533;-;-
18/10/2021 23:15;Segunda;Fora Ponta;0,404;-;-
18/10/2021 23:30;Segunda;Fora Ponta;0,4;0,024;0,464
18/10/2021 23:45;Segunda;Fora Ponta;0,432;-;-
19/10/2021 00:00;Terça;Fora Ponta;0,647;-;-
19/10/2021 00:15;Terça;Fora Ponta;0,637;-;-
19/10/2021 00:30;Terça;Fora Ponta;0,596;0;0
19/10/2021 00:45;Terça;Fora Ponta;0,576;-;-
19/10/2021 01:00;Terça;Fora Ponta;0,571;-;-
19/10/2021 01:15;Terça;Fora Ponta;0,596;-;-
19/10/2021 01:30;Terça;Fora Ponta;0,476;0;0
19/10/2021 01:45;Terça;Fora Ponta;0,378;-;-
19/10/2021 02:00;Terça;Fora Ponta;0,344;-;-
19/10/2021 02:15;Terça;Fora Ponta;0,319;-;-
19/10/2021 02:30;Terça;Fora Ponta;0,144;0;0
19/10/2021 02:45;Terça;Fora Ponta;0,256;-;-
19/10/2021 03:00;Terça;Fora Ponta;0,302;-;-
19/10/2021 03:15;Terça;Fora Ponta;0,348;-;-
19/10/2021 03:30;Terça;Fora Ponta;0,383;0;0
19/10/2021 03:45;Terça;Fora Ponta;0,38;-;-
19/10/2021 04:00;Terça;Fora Ponta;0,367;-;-
19/10/2021 04:15;Terça;Fora Ponta;0,403;-;-
19/10/2021 04:30;Terça;Fora Ponta;0,5;0;0
19/10/2021 04:45;Terça;Fora Ponta;0,584;-;-
19/10/2021 05:00;Terça;Fora Ponta;0,598;-;-
19/10/2021 05:15;Terça;Fora Ponta;0,502;-;-
19/10/2021 05:30;Terça;Fora Ponta;0,56;0;0
19/10/2021 05:45;Terça;Fora Ponta;0,521;-;-
19/10/2021 06:00;Terça;Fora Ponta;0,512;-;-
19/10/2021 06:15;Terça;Fora Ponta;0,432;-;-
19/10/2021 06:30;Terça;Fora Ponta;0,498;0,051;0,542
19/10/2021 06:45;Terça;Fora Ponta;0,462;-;-
19/10/2021 07:00;Terça;Fora Ponta;0,454;-;-
19/10/2021 07:15;Terça;Fora Ponta;0,432;-;-
19/10/2021 07:30;Terça;Fora Ponta;0,377;0,143;0,574
19/10/2021 07:45;Terça;Fora Ponta;0,282;-;-
19/10/2021 08:00;Terça;Fora Ponta;0,328;-;-
19/10/2021 08:15;Terça;Fora Ponta;0,342;-;-
19/10/2021 08:30;Terça;Fora Ponta;0,31;0,055;0,37
19/10/2021 08:45;Terça;Fora Ponta;0,306;-;-
19/10/2021 09:00;Terça;Fora Ponta;0,33;-;-
19/10/2021 09:15;Terça;Fora Ponta;0,312;-;-
19/10/2021 09:30;Terça;Fora Ponta;0,328;0,075;0,394
19/10/2021 09:45;Terça;Fora Ponta;0,313;-;-
19/10/2021 10:00;Terça;Fora Ponta;0,332;-;-
19/10/2021 10:15;Terça;Fora Ponta;0,402;-;-
19/10/2021 10:30;Terça;Fora Ponta;0,608;0,047;0,461
19/10/2021 10:45;Terça;Fora Ponta;0,427;-;-
19/10/2021 11:00;Terça;Fora Ponta;0,352;-;-
19/10/2021 11:15;Terça;Fora Ponta;0,353;-;-
19/10/2021 11:30;Terça;Fora Ponta;0,59;0,03;0,46
19/10/2021 11:45;Terça;Fora Ponta;0,538;-;-
19/10/2021 12:00;Terça;Fora Ponta;0,332;-;-
19/10/2021 12:15;Terça;Fora Ponta;0,307;-;-
19/10/2021 12:30;Terça;Fora Ponta;0,559;0,066;0,5
19/10/2021 12:45;Terça;Fora Ponta;0,58;-;-
19/10/2021 13:00;Terça;Fora Ponta;0,518;-;-
19/10/2021 13:15;Terça;Fora Ponta;0,599;-;-
19/10/2021 13:30;Terça;Fora Ponta;0,625;0,027;0,607
19/10/2021 13:45;Terça;Fora Ponta;0,59;-;-
19/10/2021 14:00;Terça;Fora Ponta;0,623;-;-
19/10/2021 14:15;Terça;Fora Ponta;0,606;-;-
19/10/2021 14:30;Terça;Fora Ponta;0,565;0,034;0,63
19/10/2021 14:45;Terça;Fora Ponta;0,619;-;-
19/10/2021 15:00;Terça;Fora Ponta;0,648;-;-
19/10/2021 15:15;Terça;Fora Ponta;0,604;-;-
19/10/2021 15:30;Terça;Fora Ponta;0,551;0,017;0,623
19/10/2021 15:45;Terça;Fora Ponta;0,542;-;-
19/10/2021 16:00;Terça;Fora Ponta;0,535;-;-
19/10/2021 16:15;Terça;Fora Ponta;0,607;-;-
19/10/2021 16:30;Terça;Fora Ponta;0,554;0,027;0,587
19/10/2021 16:45;Terça;Fora Ponta;0,674;-;-
19/10/2021 17:00;Terça;Fora Ponta;0,587;-;-
19/10/2021 17:15;Terça;Fora Ponta;0,637;-;-
19/10/2021 17:30;Terça;Fora Ponta;0,412;0,037;0,615
19/10/2021 17:45;Terça;Ponta;0,041;-;-
19/10/2021 18:00;Terça;Ponta;0,038;-;-
19/10/2021 18:15;Terça;Ponta;0,037;-;-
19/10/2021 18:30;Terça;Ponta;0,035;0,299;0,337
19/10/2021 18:45;Terça;Ponta;0,036;-;-
19/10/2021 19:00;Terça;Ponta;0,034;-;-
19/10/2021 19:15;Terça;Ponta;0,036;-;-
19/10/2021 19:30;Terça;Ponta;0,036;0,283;0,319
19/10/2021 19:45;Terça;Ponta;0,035;-;-
19/10/2021 20:00;Terça;Ponta;0,037;-;-
19/10/2021 20:15;Terça;Ponta;0,04;-;-
19/10/2021 20:30;Terça;Ponta;0,038;0,281;0,318
19/10/2021 20:45;Terça;Fora Ponta;0,037;-;-
19/10/2021 21:00;Terça;Fora Ponta;0,116;-;-
19/10/2021 21:15;Terça;Fora Ponta;0,252;-;-
19/10/2021 21:30;Terça;Fora Ponta;0,263;0,201;0,368
19/10/2021 21:45;Terça;Fora Ponta;0,328;-;-
19/10/2021 22:00;Terça;Fora Ponta;0,532;-;-
19/10/2021 22:15;Terça;Fora Ponta;0,428;-;-
19/10/2021 22:30;Terça;Fora Ponta;0,6;0,217;0,689
19/10/2021 22:45;Terça;Fora Ponta;0,707;-;-
19/10/2021 23:00;Terça;Fora Ponta;0,72;-;-
19/10/2021 23:15;Terça;Fora Ponta;0,629;-;-
19/10/2021 23:30;Terça;Fora Ponta;0,64;0,2;0,874
19/10/2021 23:45;Terça;Fora Ponta;0,644;-;-
20/10/2021 00:00;Quarta;Fora Ponta;0,658;-;-
20/10/2021 00:15;Quarta;Fora Ponta;0,659;-;-
20/10/2021 00:30;Quarta;Fora Ponta;0,569;0;0
20/10/2021 00:45;Quarta;Fora Ponta;0,58;-;-
20/10/2021 01:00;Quarta;Fora Ponta;0,59;-;-
20/10/2021 01:15;Quarta;Fora Ponta;0,622;-;-
20/10/2021 01:30;Quarta;Fora Ponta;0,51;0;0
20/10/2021 01:45;Quarta;Fora Ponta;0,511;-;-
20/10/2021 02:00;Quarta;Fora Ponta;0,527;-;-
20/10/2021 02:15;Quarta;Fora Ponta;0,415;-;-
20/10/2021 02:30;Quarta;Fora Ponta;0,518;0;0
20/10/2021 02:45;Quarta;Fora Ponta;0,496;-;-
20/10/2021 03:00;Quarta;Fora Ponta;0,396;-;-
20/10/2021 03:15;Quarta;Fora Ponta;0,449;-;-
20/10/2021 03:30;Quarta;Fora Ponta;0,318;0;0
20/10/2021 03:45;Quarta;Fora Ponta;0,305;-;-
20/10/2021 04:00;Quarta;Fora Ponta;0,265;-;-
20/10/2021 04:15;Quarta;Fora Ponta;0,301;-;-
20/10/2021 04:30;Quarta;Fora Ponta;0,538;0;0
20/10/2021 04:45;Quarta;Fora Ponta;0,168;-;-
20/10/2021 05:00;Quarta;Fora Ponta;0,042;-;-
20/10/2021 05:15;Quarta;Fora Ponta;0,176;-;-
20/10/2021 05:30;Quarta;Fora Ponta;0,332;0;0
20/10/2021 05:45;Quarta;Fora Ponta;0,323;-;-
20/10/2021 06:00;Quarta;Fora Ponta;0,415;-;-
20/10/2021 06:15;Quarta;Fora Ponta;0,323;-;-
20/10/2021 06:30;Quarta;Fora Ponta;0,509;0,313;0,705
20/10/2021 06:45;Quarta;Fora Ponta;0,577;-;-
20/10/2021 07:00;Quarta;Fora Ponta;0,594;-;-
20/10/2021 07:15;Quarta;Fora Ponta;0,584;-;-
20/10/2021 07:30;Quarta;Fora Ponta;0,539;0,265;0,839
20/10/2021 07:45;Quarta;Fora Ponta;0,529;-;-
20/10/2021 08:00;Quarta;Fora Ponta;0,469;-;-
20/10/2021 08:15;Quarta;Fora Ponta;0,414;-;-
20/10/2021 08:30;Quarta;Fora Ponta;0,67;0,115;0,636
20/10/2021 08:45;Quarta;Fora Ponta;0,424;-;-
20/10/2021 09:00;Quarta;Fora Ponta;0,388;-;-
20/10/2021 09:15;Quarta;Fora Ponta;0,358;-;-
20/10/2021 09:30;Quarta;Fora Ponta;0,425;0,069;0,468
20/10/2021 09:45;Quarta;Fora Ponta;0,302;-;-
20/10/2021 10:00;Quarta;Fora Ponta;0,516;-;-
20/10/2021 10:15;Quarta;Fora Ponta;0,662;-;-
20/10/2021 10:30;Quarta;Fora Ponta;0,787;0,094;0,661
20/10/2021 10:45;Quarta;Fora Ponta;0,78;-;-
20/10/2021 11:00;Quarta;Fora Ponta;0,542;-;-
20/10/2021 11:15;Quarta;Fora Ponta;0,5;-;-
20/10/2021 11:30;Quarta;Fora Ponta;0,407;0,055;0,612
20/10/2021 11:45;Quarta;Fora Ponta;0,391;-;-
20/10/2021 12:00;Quarta;Fora Ponta;0,365;-;-
20/10/2021 12:15;Quarta;Fora Ponta;0,38;-;-
20/10/2021 12:30;Quarta;Fora Ponta;0,298;0,073;0,431
20/10/2021 12:45;Quarta;Fora Ponta;0,334;-;-
20/10/2021 13:00;Quarta;Fora Ponta;0,47;-;-
20/10/2021 13:15;Quarta;Fora Ponta;0,445;-;-
20/10/2021 13:30;Quarta;Fora Ponta;0,432;0,064;0,484
20/10/2021 13:45;Quarta;Fora Ponta;0,575;-;-
20/10/2021 14:00;Quarta;Fora Ponta;0,54;-;-
20/10/2021 14:15;Quarta;Fora Ponta;0,593;-;-
20/10/2021 14:30;Quarta;Fora Ponta;0,617;0,053;0,634
20/10/2021 14:45;Quarta;Fora Ponta;0,617;-;-
20/10/2021 15:00;Quarta;Fora Ponta;0,638;-;-
20/10/2021 15:15;Quarta;Fora Ponta;0,667;-;-
20/10/2021 15:30;Quarta;Fora Ponta;0,628;0,049;0,687
20/10/2021 15:45;Quarta;Fora Ponta;0,654;-;-
20/10/2021 16:00;Quarta;Fora Ponta;0,652;-;-
20/10/2021 16:15;Quarta;Fora Ponta;0,54;-;-
20/10/2021 16:30;Quarta;Fora Ponta;0,631;0,058;0,677
20/10/2021 16:45;Quarta;Fora Ponta;0,68;-;-
20/10/2021 17:00;Quarta;Fora Ponta;0,587;-;-
20/10/2021 17:15;Quarta;Fora Ponta;0,554;-;-
20/10/2021 17:30;Quarta;Fora Ponta;0,494;0,053;0,632
20/10/2021 17:45;Quarta;Ponta;0,126;-;-
20/10/2021 18:00;Quarta;Ponta;0,042;-;-
20/10/2021 18:15;Quarta;Ponta;0,036;-;-
20/10/2021 18:30;Quarta;Ponta;0,042;0,268;0,329
20/10/2021 18:45;Quarta;Ponta;0,035;-;-
20/10/2021 19:00;Quarta;Ponta;0,035;-;-
20/10/2021 19:15;Quarta;Ponta;0,025;-;-
20/10/2021 19:30;Quarta;Ponta;0,03;0,266;0,298
20/10/2021 19:45;Quarta;Ponta;0,026;-;-
20/10/2021 20:00;Quarta;Ponta;0,028;-;-
20/10/2021 20:15;Quarta;Ponta;0,025;-;-
20/10/2021 20:30;Quarta;Ponta;0,028;0,265;0,291
20/10/2021 20:45;Quarta;Fora Ponta;0,042;-;-
20/10/2021 21:00;Quarta;Fora Ponta;0,061;-;-
20/10/2021 21:15;Quarta;Fora Ponta;0,224;-;-
20/10/2021 21:30;Quarta;Fora Ponta;0,52;0,123;0,335
20/10/2021 21:45;Quarta;Fora Ponta;0,554;-;-
20/10/2021 22:00;Quarta;Fora Ponta;0,457;-;-
20/10/2021 22:15;Quarta;Fora Ponta;0,55;-;-
20/10/2021 22:30;Quarta;Fora Ponta;0,572;0,013;0,547
20/10/2021 22:45;Quarta;Fora Ponta;0,56;-;-
20/10/2021 23:00;Quarta;Fora Ponta;0,475;-;-
20/10/2021 23:15;Quarta;Fora Ponta;0,584;-;-
20/10/2021 23:30;Quarta;Fora Ponta;0,737;0,007;0,597
20/10/2021 23:45;Quarta;Fora Ponta;0,727;-;-
21/10/2021 00:00;Quinta;Fora Ponta;0,728;-;-
21/10/2021 00:15;Quinta;Fora Ponta;0,685;-;-
21/10/2021 00:30;Quinta;Fora Ponta;0,622;0;0
21/10/2021 00:45;Quinta;Fora Ponta;0,576;-;-
21/10/2021 01:00;Quinta;Fora Ponta;0,59;-;-
21/10/2021 01:15;Quinta;Fora Ponta;0,568;-;-
21/10/2021 01:30;Quinta;Fora Ponta;0,642;0;0
21/10/2021 01:45;Quinta;Fora Ponta;0,778;-;-
21/10/2021 02:00;Quinta;Fora Ponta;0,736;-;-
21/10/2021 02:15;Quinta;Fora Ponta;0,769;-;-
21/10/2021 02:30;Quinta;Fora Ponta;0,78;0;0
21/10/2021 02:45;Quinta;Fora Ponta;0,74;-;-
21/10/2021 03:00;Quinta;Fora Ponta;0,634;-;-
21/10/2021 03:15;Quinta;Fora Ponta;0,481;-;-
21/10/2021 03:30;Quinta;Fora Ponta;0,319;0;0
21/10/2021 03:45;Quinta;Fora Ponta;0,426;-;-
21/10/2021 04:00;Quinta;Fora Ponta;0,382;-;-
21/10/2021 04:15;Quinta;Fora Ponta;0,572;-;-
21/10/2021 04:30;Quinta;Fora Ponta;0,505;0;0
21/10/2021 04:45;Quinta;Fora Ponta;0,443;-;-
21/10/2021 05:00;Quinta;Fora Ponta;0,4;-;-
21/10/2021 05:15;Quinta;Fora Ponta;0,607;-;-
21/10/2021 05:30;Quinta;Fora Ponta;0,706;0;0
21/10/2021 05:45;Quinta;Fora Ponta;0,665;-;-
21/10/2021 06:00;Quinta;Fora Ponta;0,69;-;-
21/10/2021 06:15;Quinta;Fora Ponta;0,598;-;-
21/10/2021 06:30;Quinta;Fora Ponta;0,593;0,034;0,67
21/10/2021 06:45;Quinta;Fora Ponta;0,553;-;-
21/10/2021 07:00;Quinta;Fora Ponta;0,553;-;-
21/10/2021 07:15;Quinta;Fora Ponta;0,574;-;-
21/10/2021 07:30;Quinta;Fora Ponta;0,438;0,067;0,597
21/10/2021 07:45;Quinta;Fora Ponta;0,49;-;-
21/10/2021 08:00;Quinta;Fora Ponta;0,668;-;-
21/10/2021 08:15;Quinta;Fora Ponta;0,655;-;-
21/10/2021 08:30;Quinta;Fora Ponta;0,661;0,038;0,657
21/10/2021 08:45;Quinta;Fora Ponta;0,662;-;-
21/10/2021 09:00;Quinta;Fora Ponta;0,578;-;-
21/10/2021 09:15;Quinta;Fora Ponta;0,444;-;-
21/10/2021 09:30;Quinta;Fora Ponta;0,415;0,015;0,54
21/10/2021 09:45;Quinta;Fora Ponta;0,508;-;-
21/10/2021 10:00;Quinta;Fora Ponta;0,539;-;-
21/10/2021 10:15;Quinta;Fora Ponta;0,697;-;-
21/10/2021 10:30;Quinta;Fora Ponta;0,688;0,042;0,65
21/10/2021 10:45;Quinta;Fora Ponta;0,679;-;-
21/10/2021 11:00;Quinta;Fora Ponta;0,595;-;-
21/10/2021 11:15;Quinta;Fora Ponta;0,655;-;-
21/10/2021 11:30;Quinta;Fora Ponta;0,683;0,051;0,704
21/10/2021 11:45;Quinta;Fora Ponta;0,583;-;-
21/10/2021 12:00;Quinta;Fora Ponta;0,474;-;-
21/10/2021 12:15;Quinta;Fora Ponta;0,566;-;-
21/10/2021 12:30;Quinta;Fora Ponta;0,594;0,046;0,6
21/10/2021 12:45;Quinta;Fora Ponta;0,594;-;-
21/10/2021 13:00;Quinta;Fora Ponta;0,587;-;-
21/10/2021 13:15;Quinta;Fora Ponta;0,644;-;-
21/10/2021 13:30;Quinta;Fora Ponta;0,686;0,036;0,664
21/10/2021 13:45;Quinta;Fora Ponta;0,648;-;-
21/10/2021 14:00;Quinta;Fora Ponta;0,671;-;-
21/10/2021 14:15;Quinta;Fora Ponta;0,606;-;-
21/10/2021 14:30;Quinta;Fora Ponta;0,607;0,046;0,679
21/10/2021 14:45;Quinta;Fora Ponta;0,67;-;-
21/10/2021 15:00;Quinta;Fora Ponta;0,659;-;-
21/10/2021 15:15;Quinta;Fora Ponta;0,61;-;-
21/10/2021 15:30;Quinta;Fora Ponta;0,643;0,027;0,672
21/10/2021 15:45;Quinta;Fora Ponta;0,472;-;-
21/10/2021 16:00;Quinta;Fora Ponta;0,396;-;-
21/10/2021 16:15;Quinta;Fora Ponta;0,437;-;-
21/10/2021 16:30;Quinta;Fora Ponta;0,532;0,048;0,507
21/10/2021 16:45;Quinta;Fora Ponta;0,533;-;-
21/10/2021 17:00;Quinta;Fora Ponta;0,472;-;-
21/10/2021 17:15;Quinta;Fora Ponta;0,43;-;-
21/10/2021 17:30;Quinta;Fora Ponta;0,137;0,077;0,469
21/10/2021 17:45;Quinta;Ponta;0,034;-;-
21/10/2021 18:00;Quinta;Ponta;0,031;-;-
21/10/2021 18:15;Quinta;Ponta;0,029;-;-
21/10/2021 18:30;Quinta;Ponta;0,031;0,279;0,31
21/10/2021 18:45;Quinta;Ponta;0,029;-;-
21/10/2021 19:00;Quinta;Ponta;0,032;-;-
21/10/2021 19:15;Quinta;Ponta;0,03;-;-
21/10/2021 19:30;Quinta;Ponta;0,029;0,214;0,244
21/10/2021 19:45;Quinta;Ponta;0,029;-;-
21/10/2021 20:00;Quinta;Ponta;0,03;-;-
21/10/2021 20:15;Quinta;Ponta;0,028;-;-
21/10/2021 20:30;Quinta;Ponta;0,028;0,162;0,191
21/10/2021 20:45;Quinta;Fora Ponta;0,04;-;-
21/10/2021 21:00;Quinta;Fora Ponta;0,077;-;-
21/10/2021 21:15;Quinta;Fora Ponta;0,139;-;-
21/10/2021 21:30;Quinta;Fora Ponta;0,325;0,088;0,233
21/10/2021 21:45;Quinta;Fora Ponta;0,372;-;-
21/10/2021 22:00;Quinta;Fora Ponta;0,596;-;-
21/10/2021 22:15;Quinta;Fora Ponta;0,65;-;-
